ori_text,paragraphIndex,coref_text
"=== Symphonies and other works ===
",13,=== Symphonies and other works === 
"Besides operas, Méhul composed a number of songs for the festivals of the republic (often commissioned by the emperor Napoleon), cantatas, and five symphonies in the years 1797 and 1808 to 1810.
",14,"Besides operas, Méhul composed a number of songs for the festivals of the republic (often commissioned by the emperor Napoleon), cantatas, and five symphonies in the years 1797 and 1808 to 1810. "
"Mehul's First Symphony (1808) is notable for its dissonant and violent mood, and has been compared to Beethoven's  Symphony No. 5, written in the same year. Taking inspiration from the more anguished works of Haydn and Mozart, such as Haydn's Sturm und Drang and later Paris Symphonies of 1785–86 and Mozart's Symphony No. 40 (K. 550, 1788), it was revived in one of Felix Mendelssohn's concerts with the Leipzig Gewandhaus Orchestra in 1838 and 1846 to an audience including Robert Schumann, who was impressed by the piece. (At the time of writing, only Beethoven's Symphonies Nos. 1 and 2 [1799/1800 and 1802] had been performed in France.) His other symphonies also followed German and Austrian models. Commenting after the premiere of his first symphony, he noted: ""I understood all the dangers of my enterprise; I foresaw the cautious welcome that the music-lovers would give my symphonies. I plan to write new ones for next winter and shall try to write them… to accustom the public gradually to think that a Frenchman may follow Haydn and Mozart at a distance.""
",15,"Mehul's First Symphony (the same year) is notable for Mehul's First Symphony (1808)'s dissonant and violent mood, and has been compared to Beethoven's's  Symphony No. 5, written in the same year. Taking inspiration from the more anguished works of Haydn and Mozart, such as Haydn's Sturm und Drang and later Paris Symphonies of 1785–86 and Mozart's Symphony No. 40 (K. 550, 1788), Mehul's First Symphony (1808) was revived in one of Felix Mendelssohn's concerts with the Leipzig Gewandhaus Orchestra in 1838 and 1846 to an audience including Robert Schumann, who was impressed by Mehul's First Symphony (1808). (At the time of writing, only Beethoven's's Symphonies Nos. 1 and 2 [1799/1800 and 1802] had been performed in France.) Beethoven's's other symphonies also followed German and Austrian models. Commenting after the premiere of Beethoven's's first symphony, Beethoven's noted: ""Beethoven's understood all the dangers of Beethoven's's enterprise; Beethoven's foresaw the cautious welcome that the music-lovers would give Beethoven's's symphonies. Beethoven's plan to write new ones for next winter and shall try to write new ones… to accustom the public gradually to think that a Frenchman may follow Haydn and Mozart at a distance."" "
"A fifth symphony was never completed—""as disillusionment and tuberculosis took their toll"", in the words of David Charlton. The Symphonies Nos. 3 and 4 were only rediscovered by Charlton in 1979. Interviewed 8 November 2010 on the BBC Radio 4's Today programme, Professor Charlton said that Méhul's 4th Symphony was the first ever to employ the cyclical principle.
",16,"A fifth symphony was never completed—""as disillusionment and tuberculosis took disillusionment and tuberculosis's toll"", in the words of David Charlton. The Symphonies Nos. 3 and 4 were only rediscovered by David Charlton in 1979. Interviewed 8 November 2010 on the BBC Radio 4's Today programme, David Charlton said that A fifth symphony was the first ever to employ the cyclical principle. "
"3 Sonates for Piano, op. 1 (1783)
",20,"3 Sonates for Piano, op. 1 (1783) "
"3 Sonates for Piano, op. 2 (1788)
",21,"3 Sonates for Piano, op. 2 (1788) "
"Ouverture burlesque (1794)
",23,Ouverture burlesque (1794) 
"Ouverture pour instruments à vent (1794)
",24,Ouverture pour instruments à vent (1794) 
"Symphony in C (1797, only parts are surviving)
",25,"Symphony in C (1797, only parts are surviving) "
"Symphony No. 1 in G minor (1808/09)
",26,Symphony No. 1 in G minor (1808/09) 
"Symphony No. 2 in D major (1808/09)
",27,Symphony No. 2 in D major (1808/09) 
"Symphony No. 3 in C major (1809)
",28,Symphony No. 3 in C major (1809) 
"Symphony No. 4 in E major (1810)
",29,Symphony No. 4 in E major (1810) 
"Symphony No. 5 (1810, only the first movement survives; incomplete and unperformed)
",30,"Symphony No. 5 (1810, only the first movement survives; incomplete and unperformed) "
"Chant des victoires (1794)
",33,Chant des victoires (1794) 
"Messe Solennelle pour soli, chœurs et orgue (1804)
",34,"Messe Solennelle pour soli, chœurs et orgue (1804) "
"Chant du retour pour la Grande Armée (1808)
",35,Chant du retour pour la Grande Armée (1808) 
"Chant lyrique pour l'inauguration de la statue de Napoléon (1811)
",36,Chant lyrique pour l'inauguration de la statue de Napoléon (1811) 
"Le jugement de Pâris (1793)
",38,Le jugement de Pâris (1793) 
"Persée et Andromède (1810) (together with music by Haydn, Paer, and Steibelt)
",40,"Persée et Andromède (1810) (together with music by Haydn, Paer, and Steibelt) "
"=== Incidental music for plays ===
",41,=== Incidental music for plays = == 
"Timoléon (by Marie-Joseph Chénier)
",42,Timoléon (by Marie-Joseph Chénier) 
"Les Hussites (by Alexandre Duval)
",43,Les Hussites (by Alexandre Duval) 
"Uthal. Karine Deshayes, Yann Beuron, Jean-Sébastien Bou, Christophe Rousset (conductor), Les Talens Lyriques, Chœur de chambre de Namur. Bru Zane, 2017.
",45,"Uthal. Karine Deshayes, Yann Beuron, Jean-Sébastien Bou, Christophe Rousset (conductor), Les Talens Lyriques, Chœur de chambre de Namur. Bru Zane, 2017. "
"Adrien. Gabrielle Philiponet, Philippe Do, Marc Barrard, Philippe Talbot, Nicolas Courjal, Jean Teigen, Jennifer Borghi, György Vashegyi (dir.), Orfeo Orchestra, Purcell Choir. Bru Zane, 2014.
",46,"Adrien. Gabrielle Philiponet, Philippe Do, Marc Barrard, Philippe Talbot, Nicolas Courjal, Jean Teigen, Jennifer Borghi, György Vashegyi (dir.), Orfeo Orchestra, Purcell Choir. Bru Zane, 2014. "
"Joseph. Natalie Dessay, soprano; Brigitte Lafon, mezzo-soprano; Laurence Dale, Antoine Normand, Philippe Pistole, tenors; René Massis, baritone; Frédéric Vassar, Philippe Jorquera, basses; Abbi Patrix, speaker; Ensemble choral ""Intermezzo""; Orchestre régional de Picardie ""Le Sinfonietta""; Claude Bardon, conductor. Chant du monde, c. 1989.
",47,"Joseph. Natalie Dessay, soprano; Brigitte Lafon, mezzo-soprano; Laurence Dale, Antoine Normand, Philippe Pistole, tenors; René Massis, baritone; Frédéric Vassar, Philippe Jorquera, basses; Abbi Patrix, speaker; Ensemble choral ""Intermezzo""; Orchestre régional de Picardie ""Le Sinfonietta""; Claude Bardon, conductor. Chant du monde, c. 1989. "
"Piano Sonatas opp. 1 (Nos. 1–3) & 2 (Nos. 4–6). Brigitte Haudebourg, piano. Arcobaleno, c. 1990.
",48,"Piano Sonatas opp. 1 (Nos. 1–3) & 2 (Nos. 4–6). Brigitte Haudebourg, piano. Arcobaleno, c. 1990. "
"Chant national du 14 juillet 1800; Hymne à la raison; Le chant du départ. Chœur et Orchestre du Capitole de Toulouse; Michel Plasson, conductor. EMI, 1990.
",49,"Chant national du 14 juillet 1800; Hymne à la raison; Le chant du départ. Chœur et Orchestre du Capitole de Toulouse; Michel Plasson, conductor. EMI, 1990. "
"The Complete Symphonies (Symphonies Nos. 1–4; including the Ouvertures La Chasse du jeune Henri and Le Trésor supposé). Lisbon Gulbenkian Foundation Orchestra, Michel Swierczewski. Nimbus Records, 1992.
",50,"The Complete Symphonies (Symphonies Nos. 1–4; including the Ouvertures La Chasse du jeune Henri and Le Trésor supposé). Lisbon Gulbenkian Foundation Orchestra, Michel Swierczewski. Nimbus Records, 1992. "
"La Chasse du jeune Henri, Le Trésor supposé and Timoléon. Royal Philharmonic Orchestra, Sir Thomas Beecham. Sony, 2002.
",51,"La Chasse du jeune Henri, Le Trésor supposé and Timoléon. Royal Philharmonic Orchestra, Sir Thomas Beecham. Sony, 2002. "
"Stratonice. Petibon, Beuron, Lescoart, Daymond, Corona Coloniensis, Cappella Coloniensis, William Christie, Erato 1996.
",52,"Stratonice. Petibon, Beuron, Lescoart, Daymond, Corona Coloniensis, Cappella Coloniensis, William Christie, Erato 1996. "
"Symphonies Nos 1 and 2. Les Musiciens du Louvre, Marc Minkowski, Erato/Apex, 2003.
",53,"Symphonies Nos 1 and 2. Les Musiciens du Louvre, Marc Minkowski, Erato/Apex, 2003. "
"Overtures: Mélidore et Phrosine; Ariodant; Joseph; Horatius Coclès; Bion; Le jeune sage et le vieux fou; Le trésor supposé; Les deux aveugles de Tolède; La chasse du jeune Henri. Orchestre de Bretagne, Stefan Sanderling, ASV, 2003.
",54,"Overtures: Mélidore et Phrosine; Ariodant; Joseph; Horatius Coclès; Bion; Le jeune sage et le vieux fou; Le trésor supposé; Les deux aveugles de Tolède; La chasse du jeune Henri. Orchestre de Bretagne, Stefan Sanderling, ASV, 2003. "
"Joseph (as Joseph in Ägypten), two versions of the work in German both recorded in 1955: (a) Alexander Welitsch, Libero di Luca, Horst Guenter, Ursula Zollenkopf, NDR Chor and orchestra of the NWDR, Wilhelm Schüchter; (b) Alexander Welitsch, Josef Traxel, Bernhard Michaelis, Friederike Sailer, Stuttgart Radio Symphony Orchestra, Südfunk-Chor, Alfons Rischner. Gala, 2004.
",55,"Joseph (as Joseph in Ägypten), two versions of the work in German both recorded in 1955: (a) Alexander Welitsch, Libero di Luca, Horst Guenter, Ursula Zollenkopf, NDR Chor and orchestra of the NWDR, Wilhelm Schüchter; (b) Alexander Welitsch, Josef Traxel, Bernhard Michaelis, Friederike Sailer, Stuttgart Radio Symphony Orchestra, Südfunk-Chor, Alfons Rischner. Gala, 2004. "
"L'Irato. Turk, Auvity, Courtin, Buet, Chamber Choir Bonn, L'arte del mondo, Walter Ehrhardt. Capriccio, 2006.
",56,"L'Irato. Turk, Auvity, Courtin, Buet, Chamber Choir Bonn, L'arte del mondo, Walter Ehrhardt. Capriccio, 2006. "
"Le chant du départ; Chant Funèbre à la Mémoire de Féraud; Hymne pour la Fête des Epoux; Ouverture. Edwige Perfetti, soprano; Tibère Raffali, Christian Papis, tenors; Gilles Cachemaille, baritone; Orchestre d'Harmonie des Gardiens de la Paix de Paris; Claude Pichaureau, conductor; Chœur de l'Armée Française ; Serge Zapolski, chorus-master; Chorale a Chœur Joie la Gondoire; Daniel Catenne, chorus-master; Chorale Populaire de Paris ; Jean-Claude Chambard, chorus-master. Musifrance, n.d.
",57,"Le chant du départ; Chant Funèbre à la Mémoire de Féraud; Hymne pour la Fête des Epoux; Ouverture. Edwige Perfetti, soprano; Tibère Raffali, Christian Papis, tenors; Gilles Cachemaille, baritone; Orchestre d'Harmonie des Gardiens de la Paix de Paris; Claude Pichaureau, conductor; Chœur de l'Armée Française ; Serge Zapolski, chorus-master; Chorale a Chœur Joie la Gondoire; Daniel Catenne, chorus-master; Chorale Populaire de Paris ; Jean-Claude Chambard, chorus-master. Musifrance, n.d. "
