ori_text,paragraphIndex,coref_text
"From the name of Cecilia comes Cecyliada, the name of the festival of sacred, choral, and contemporary music, held from 1994 in Police, Poland.
",12,"From the name of Cecilia comes Cecyliada, the name of the festival of sacred, choral, and contemporary music, held from 1994 in Police, Poland. "
"Cecilia symbolizes the central role of music in the liturgy. The Cistercian nuns of the convent nearby Santa Cecilia in Trastevere shear lambs' wool to be woven in the palliums of new metropolitan archbishops. The lambs are raised by the Trappists of the Abbey Tre Fontane in Rome. The Pope blesses the lambs every 21 January, the Feast of Saint Agnes. The pallia are given by the Pope to the new metropolitan archbishops on the Solemnity of Saints Peter and Paul, 29 June.
",14,"Cecilia symbolizes the central role of music in the liturgy. The Cistercian nuns of the convent nearby Santa Cecilia in Trastevere shear lambs''s wool to be woven in the palliums of new metropolitan archbishops. lambs' are raised by the Trappists of the Abbey Tre Fontane in Rome. The Pope blesses lambs' every 21 January, the Feast of Saint Agnes. the palliums of new metropolitan archbishops are given by The Pope to new metropolitan archbishops on the Solemnity of Saints Peter and Paul, 29 June. "
"Located on the Isle of Wight, St. Cecilia's Abbey, Ryde was founded in 1882. The nuns live a traditional monastic life of prayer, work, and study in accordance with the ancient Rule of St. Benedict. The famous luthier Jean-Baptiste Vuillaume produces a line of violin and viola under the name St. Cécile with a decal stamped on the upper back. Cecilia is remembered in the Church of England with a commemoration on 22 November.
",15,"Located on the Isle of Wight, St. Cecilia's Abbey, Ryde was founded in 1882. The nuns live a traditional monastic life of prayer, work, and study in accordance with the ancient Rule of St. Benedict. The famous luthier Jean-Baptiste Vuillaume produces a line of violin and viola under the name St. Cécile with a decal stamped on the upper back. Cecilia is remembered in the Church of England with a commemoration on 22 November. "
"Cecilia is frequently depicted playing the viola, a small organ, or other musical instruments, evidently to express what was often attributed to her, namely that while the musicians played at her nuptials, she sang in her heart to God, though the organ may be misattributed to her, as the result of a mistranslation. A miniature Saint Cecilia beneath Worcester Cathedral was featured on the reverse side of the Sir Edward Elgar £20 banknote, which was withdrawn by the Bank of England in 2010.
",17,"Cecilia is frequently depicted playing the viola, a small organ, or other musical instruments, evidently to express what was often attributed to Cecilia, namely that while the musicians played at Cecilia's nuptials, Cecilia sang in Cecilia's heart to God, though the organ may be misattributed to Cecilia, as the result of a mistranslation. A miniature Saint Cecilia beneath Worcester Cathedral was featured on the reverse side of the Sir Edward Elgar £20 banknote, which was withdrawn by the Bank of England in 2010. "
"=== Renaissance, baroque and classical music ===
",19,"=== Renaissance, baroque and classical music === "
"Marc-Antoine Charpentier composed four Histoires sacrées using a text thought to have been written by his colleague Philippe Goibaut des Bois La Grugère:
",20,Marc-Antoine Charpentier composed four Histoires sacrées using a text thought to have been written by Marc-Antoine Charpentier's colleague Philippe Goibaut des Bois La Grugère: 
"In honorem Caeciliae, Valeriani et Tiburtij canticum H.394 for three voices, two treble instruments, and continuo (1675 ?).
",21,"In honorem Caeciliae, Valeriani et Tiburtij canticum H.394 for three voices, two treble instruments, and continuo (1675 ?). "
"Caecilia virgo et martyr octo vocibus H.397 for soloists, double chorus, double orchestra, and continuo (1677–78).
",22,"Caecilia virgo et martyr octo vocibus H.397 for soloists, double chorus, double orchestra, and continuo (1677–78). "
"Caecilia virgo et martyr, H.413 for soloists, chorus, and two treble instruments  (1683–85).
",23,"Caecilia virgo et martyr, H.413 for soloists, chorus, and two treble instruments  (1683–85). "
"Caecilia virgo et martyr H.415 – H.415 a for soloists, chorus, and two treble instruments (1686).
",24,"Caecilia virgo et martyr H.415 – H.415 a for soloists, chorus, and two treble instruments (1686). "
"Henry Purcell, Ode for saint Cécila's Day ""Hail! Bright Cecilia"" (1692) and Welcome to all the pleasures.
",25,"Henry Purcell, Ode for saint Cécila's Day ""Hail! Bright Cecilia"" (1692) and Welcome to all the pleasures. "
"Sébastien de Brossard, ""Canticle for Saint Cécila"" SdB.9 (1720 ?)
",26,"Sébastien de Brossard, ""Canticle for Saint Cécila"" SdB.9 (1720 ?) "
"Alessandro Scarlatti Il martirio di santa Cecilia, oratorio donné pour la première fois le 1er mars 1708; Messa di Santa Cecilia(1720).
",27,"Alessandro Scarlatti Il martirio di santa Cecilia, oratorio donné pour la première fois le 1er mars 1708; Messa di Santa Cecilia(1720). "
"Georg Friedrich Haendel composed two works for Saint Cecilia with John Dryden: The Oratorio Alexander's Feast or The Power of Music (1736) and Ode for St. Cecilia's Day (1739).
",28,Georg Friedrich Haendel composed two works for Saint Cecilia with John Dryden: The Oratorio Alexander's Feast or The Power of Music (1736) and Ode for St. Cecilia's Day (1739). 
"Joseph Haydn, Missa Sanctae Caeciliae ou Missa Cellensis in honorem Beatissimae Virginis Mariae (1766–67).
",29,"Joseph Haydn, Missa Sanctae Caeciliae ou Missa Cellensis in honorem Beatissimae Virginis Mariae (1766–67). "
"=== Contemporary music ===
",30,=== Contemporary music === 
"Judith Shatin wrote The Passion of Saint Cecilia for piano and orchestra and Fantasy on Saint Cecilia for solo piano.
",31,Judith Shatin wrote The Passion of Saint Cecilia for piano and orchestra and Fantasy on Saint Cecilia for solo piano. 
"Fred Momotenko composed ""Cecilia"", a composition for full mixed choir, ""a hymn to the past as well as to the future of the monastic tradition"". The world premiere was at Koningshoeven Abbey on Saint Cecilia's feast day, 2014.
",32,"Fred Momotenko composed ""Cecilia"", a composition for full mixed choir, ""a hymn to the past as well as to the future of the monastic tradition"". The world premiere was at Koningshoeven Abbey on Saint Cecilia's feast day, 2014. "
"Benjamin Britten wrote a Hymn to St Cecilia, a setting for the poem by W. H. Auden.
",33,"Benjamin Britten wrote a Hymn to St Cecilia, a setting for the poem by W. H. Auden. "
"Paul Simon wrote the 1970 song ""Cecilia"" which title refers to the patron saint of music.
",34,"Paul Simon wrote the 1970 song ""Cecilia"" which title refers to the patron saint of music. "
"Lou Harrison wrote his Mass for St. Cecilia's Day for choir, harp, and drone (1983–86).
",35,"Lou Harrison wrote Lou Harrison's Mass for St. Cecilia's Day for choir, harp, and drone (1983–86). "
"Stalk-Forrest Group (later name changed to Blue Öyster Cult), recorded a song St. Cecilia, the EP was later released under the SFG name as the St. Cecilia sessions.
",36,"Stalk-Forrest Group (later name changed to Blue Öyster Cult), recorded a song St. Cecilia, the EP was later released under the SFG name as the St. Cecilia sessions. "
"Arvo Pärt was commissioned to compose a work for the Great Jubilee in Rome in 2000, and wrote Cecilia, vergine romana (Cecilia, Roman virgin) for mixed choir and orchestra. The Italian text deals with the saint's life and martyrdom. It was first performed on 19 November 2000, close to her feast day, by the Accademia Nazionale di Santa Cecilia conducted by Myung-whun Chung.
",37,"Arvo Pärt was commissioned to compose a work for the Great Jubilee in Rome in 2000, and wrote Cecilia, vergine romana (Cecilia, Roman virgin) for mixed choir and orchestra. Cecilia, vergine romana (Cecilia, Roman virgin) deals with the saint's's life and martyrdom. Cecilia, vergine romana (Cecilia, Roman virgin) was first performed on 19 November 2000, close to the saint's's feast day, by the Accademia Nazionale di Santa Cecilia conducted by Myung-whun Chung. "
"Gerald Finzi composed ""For St. Cecilia"" for solo tenor, chorus (SATB), and orchestra.  Setting of a work by English poet and author Edmund Blunden. Duration ca 18 minutes.
",38,"Gerald Finzi composed ""For St. Cecilia"" for solo tenor, chorus (SATB), and orchestra. Setting of a work by English poet and author Edmund Blunden. Duration ca 18 minutes. "
"Herbert Howells composed his ""A Hymn for Saint Cecilia"" for choir and organ in 1960, as commissioned by the Worshipful Company of Musicians, with a text by Ursula Vaughan Williams.
",39,"Herbert Howells composed Herbert Howells's ""A Hymn for Saint Cecilia"" for choir and organ in 1960, as commissioned by the Worshipful Company of Musicians, with a text by Ursula Vaughan Williams. "
"On the 2015 Feast of Saint Cecilia, Foo Fighters released their EP ""Saint Cecilia"" for free download via their website. The five-song EP features a track named after the EP ""Saint Cecilia"". The EP was recorded during an impromptu studio session at Hotel Saint Cecilia located in Austin, Texas.
",40,"On the 2015 Feast of Saint Cecilia, Foo Fighters released Foo Fighters's EP ""Saint Cecilia"" for free download via Foo Fighters's website. their EP ""Saint Cecilia"" features a track named after the EP ""Saint Cecilia"". their EP ""Saint Cecilia"" was recorded during an impromptu studio session at Hotel Saint Cecilia located in Austin, Texas. "
"Informator Choristarum (organist and master of the choristers) at Magdalen College, Oxford (1957–1981), Bernard Rose's unaccompanied anthem for SATB choir (with divisions) Feast Song For St. Cecilia (1974) is a setting a poem of the same name by his son, musician Gregory Rose.
",41,"Informator Choristarum (organist and master of the choristers) at Magdalen College, Oxford (1957–1981), Bernard Rose's's unaccompanied anthem for SATB choir (with divisions) Feast Song For St. Cecilia (1974) is a setting a poem of the same name by Bernard Rose's's son, musician Gregory Rose. "
"E. Florence Whitlock composed Ode to St. Cecilia, Opus 5, based on text by John Dryden, in 1958.
",42,"E. Florence Whitlock composed Ode to St. Cecilia, Opus 5, based on text by John Dryden, in 1958. "
"Singer/Songwriter/Guitarist, Rik Emmett, composed the song ""Calling St. Cecilia"" on his 1992 LP Ipso Facto.
",43,"Singer/Songwriter/Guitarist, Rik Emmett, composed the song ""Calling St. Cecilia"" on Singer/Songwriter/Guitarist, Rik Emmett's 1992 LP Ipso Facto. "
"Blue Öyster Cult release song “The Return of St. Cecilia” on their 2020 album “The Symbol Remains”
",44,Blue Öyster Cult release song “The Return of St. Cecilia” on Blue Öyster Cult's 2020 album “The Symbol Remains” 
"The Chicago band Turnt (now known as Everybody All The Time) released a song called Girls which refers to St Cecilia in the lyrics. The song was first performed at Northwestern University's Mayfest Battle of the Bands on Friday 24 May 2013 at 27 Live in downtown Evanston.
",45,The Chicago band Turnt (now known as Everybody All The Time) released a song called Girls which refers to St Cecilia in the lyrics. a song called Girls which refers to St Cecilia in the lyrics was first performed at Northwestern University's Mayfest Battle of the Bands on Friday 24 May 2013 at 27 Live in downtown Evanston. 
"On 2008 Brian Eno's and David Byrne's album ""Everything That Happens Will Happen Today"", Cecilia is referred to in the song ""The River"".
",46,"On 2008 Brian Eno's and David Byrne's album ""Everything That Happens Will Happen Today"", Cecilia is referred to in the song ""The River"". "
"Iceage release song “Dear Saint Cecilia” on their 2021 album Seek Shelter
",47,Iceage release song “Dear Saint Cecilia” on Iceage's 2021 album Seek Shelter 
"British pop band The Vamps released song ""Oh Cecilia (Breaking My Heart)"" on their 2014 debut studio album Meet the Vamps
",48,"British pop band The Vamps released song ""Oh Cecilia (Breaking My Heart)"" on British pop band The Vamps's 2014 debut studio album Meet the Vamps "
"The poem ""Moschus Moschiferus"", by Australian poet A. D. Hope (1907–2000), is subtitled ""A Song for St Cecilia's Day"". The poem is of 12 stanzas and was written in the 1960s.
",50,"The poem ""Moschus Moschiferus"", by Australian poet A. D. Hope (1907–2000), is subtitled ""A Song for St Cecilia's Day"". The poem ""Moschus Moschiferus"", by Australian poet A. D. Hope (1907–2000) is of 12 stanzas and was written in the 1960s. "
"Cecilia is also the subject of Alexander Pope's poem ""Ode on St. Cecilia's Day"".
",51,"Cecilia is also the subject of Alexander Pope's poem ""Ode on St. Cecilia's Day"". "
"Geoffrey Chaucer retells the story of Cecilia and Valerian and his brother in ""The Second Nun's Tale"" in The Canterbury Tales.
",52,"Geoffrey Chaucer retells the story of Cecilia and Valerian and Valerian's brother in ""The Second Nun's Tale"" in The Canterbury Tales. "
"Cecilia is a symbol for the divine power of music in Heinrich von Kleist's extended anecdote ""St. Cecilia, or the Power of Music"".
",53,"Cecilia is a symbol for the divine power of music in Heinrich von Kleist's extended anecdote ""St. Cecilia, or the Power of Music"". "
"Saint Cecilia features in the 1979 collection of short stories by Angela Carter ""The Bloody Chamber"" in the story of the same name.
",54,"Saint Cecilia features in the 1979 collection of short stories by Angela Carter ""The Bloody Chamber"" in the story of the same name. "
"Domenichino's Fresco Cycle in San Luigi dei Francesi, Rome (1614)
",56,"Domenichino's Fresco Cycle in San Luigi dei Francesi, Rome (1614) "
"The apse mosaic in the Church of St. Cecilia in Trastevere
",57,The apse mosaic in the Church of St. Cecilia in Trastevere 
