ori_text,paragraphIndex,coref_text
" Kingdom of France: Officer of the Legion of Honour. Academic HonoursMember of the Royal Academy of Science, Letters and Fine Arts of Belgium.
",14,"Kingdom of France: Officer of the Legion of Honour. Academic HonoursMember of the Royal Academy of Science, Letters and Fine Arts of Belgium. "
"Member of the Academy of Rome.
",15,Member of the Academy of Rome. 
"Member of the Academy of Berlin.
",16,Member of the Academy of Berlin. 
"Member of the Academy of Vienna.
",17,Member of the Academy of Vienna. 
"Member of the Academy of Stockholm.
",18,Member of the Academy of Stockholm. 
"Member of the Academy of London.
",19,Member of the Academy of London. 
"Some of his criticisms of contemporary composers have become quite famous, as well as the responses that they engendered. He said of Berlioz, ""...what Monsieur Berlioz composes is not part of that art which we distinguish as music, and I am completely certain that he lacks the most basic capability in this art."" In the Revue musicale issue of 1 February 1835 he wrote of the Symphonie Fantastique:
",21,"Some of his criticisms of contemporary composers have become quite famous, as well as the responses that Some of his criticisms of contemporary composers engendered. He said of Berlioz, ""...what Berlioz composes is not part of that art which we distinguish as music, and I am completely certain that Berlioz lacks the most basic capability in that art which we distinguish as music."" In the Revue musicale issue of 1 February 1835 he wrote of the Symphonie Fantastique: "
"I saw that melody was antipathetic to him, that he only had a faint notion of rhythm; that his harmony, formed by an often monstrous accretion of notes, was nevertheless flat and monotonous; in a word I saw that he lacked melodic and harmonic ideas, and I judged that he would always write in a barbarous manner; but I saw that he had the instinct for instrumentation, and I thought that he could fulfil a useful vocation in discovering certain combinations that others would put to better use than he.
",22,"I saw that melody was antipathetic to him, that he only had a faint notion of rhythm; that his harmony, formed by an often monstrous accretion of notes, was nevertheless flat and monotonous; in a word I saw that he lacked melodic and harmonic ideas, and I judged that he would always write in a barbarous manner; but I saw that he had the instinct for instrumentation, and I thought that he could fulfil a useful vocation in discovering certain combinations that others would put to better use than he. "
"Berlioz, who had proof-read Fétis' editions of the first eight Beethoven symphonies for the publisher Troupenas, commented that
",23,"Berlioz, who had proof-read Fétis' editions of the first eight Beethoven symphonies for the publisher Troupenas, commented that "
"[Fétis had altered Beethoven's harmonies] with unbelievable complacency. Opposite the E flat which the clarinet sustains over a chord of the sixth (D flat, F, B flat) in the andante of the C minor symphony, Fétis had naively written ‘This E flat must be F. Beethoven could not have possibly made so gross a blunder.' In other words, a man like Beethoven could not possibly fail to be in entire agreement with the harmonic theories of M. Fétis.
",24,"[Fétis had altered Beethoven's's harmonies] with unbelievable complacency. Opposite the E flat which the clarinet sustains over a chord of the sixth (D flat, F, B flat) in the andante of the C minor symphony, Fétis had naively written ‘This E flat must be F. Beethoven's could not have possibly made so gross a blunder.' In other words, a man like Beethoven's could not possibly fail to be in entire agreement with the harmonic theories of Fétis. "
"Troupenas did in fact remove Fétis' editorial marks, but Berlioz was still unsatisfied. He went on to criticize Fétis in one of the monologues of Lélio, ou le Retour à la vie, the 1832 sequel to Symphonie Fantastique:
",25,"Troupenas did in fact remove Fétis''s editorial marks, but Berlioz was still unsatisfied. Berlioz went on to criticize Fétis' in one of the monologues of Lélio, ou le Retour à la vie, the 1832 sequel to Symphonie Fantastique: "
"These young theorists of eighty, living in the midst of a sea of prejudices and persuaded that the world ends with the shores of their island; these old libertines of every age who demand that music caress and amuse them, never admitting that the chaste muse could have a more noble mission; especially these desecrators who dare lay hands on original works, subjecting them to horrible mutilations that they call corrections and perfections, which, they say, require considerable taste. Curses on them! They make a mockery of art! Such are these vulgar birds who populate our public gardens, perching arrogantly on the most beautiful statues, and, when they have soiled the brow of Jupiter, Hercules' arm, or the breast of Jupiter, strut and preen as though they have laid a golden egg.
",26,"These young theorists of eighty, living in the midst of a sea of prejudices and persuaded that the world ends with the shores of These young theorists of eighty's island; these old libertines of every age who demand that music caress and amuse These young theorists of eighty, never admitting that the chaste muse could have a more noble mission; especially these desecrators who dare lay hands on original works, subjecting original works to horrible mutilations that original works call corrections and perfections, which, original works say, require considerable taste. Curses on original works! original works make a mockery of art! Such are these vulgar birds who populate our public gardens, perching arrogantly on the most beautiful statues, and, when these vulgar birds who populate our public gardens, perching arrogantly on the most beautiful statues have soiled the brow of Jupiter, Hercules' arm, or the breast of Jupiter, strut and preen as though these vulgar birds who populate our public gardens, perching arrogantly on the most beautiful statues have laid a golden egg. "
"Not one to be outdone, Fétis may have had the last word in this debate. In the 1845 edition of his treatise La musique mise à la porte de tout le monde, he describes the word ""fantastique"" saying that ""this word has even slid into music. ‘Fantastique' music is composed of instrumental effects with no melodic line and incorrect harmony.""
",27,"Not one to be outdone, Fétis may have had the last word in this debate. In the 1845 edition of Fétis's treatise La musique mise à la porte de tout le monde, Fétis describes the word ""fantastique"" saying that ""the word ""fantastique has even slid into music. ‘Fantastique' music is composed of instrumental effects with no melodic line and incorrect harmony."" "
"Although known primarily for his contributions to musicology and criticism, Fétis had effects on the realm of music theory as well. In 1841 he put together the first history of harmonic theory, his Esquisse de l'histoire de l'harmonie. Assembled from individual articles that Fétis published in the Revue et Gazette musicale de Paris around 1840, the book predates Hugo Riemann's more well known Geschichte der Musiktheorie by fifty years. The Esquisse, as the title implies, is a general outline rather than an exhaustive study. Fétis is attempting to show the ""facts, errors, and truths"" of previous theories and theorists, as he interprets them, in order to provide a solid grounding for other scholars and to prevent subsequent interpretive mistakes.
",29,"Although known primarily for Fétis's contributions to musicology and criticism, Fétis had effects on the realm of music theory as well. In 1841 Fétis put together the first history of harmonic theory, Fétis's Esquisse de l'histoire de l'harmonie. Assembled from individual articles that Fétis published in the Revue et Gazette musicale de Paris around 1840, the first history of harmonic theory, his Esquisse de l'histoire de l'harmonie predates Hugo Riemann's more well known Geschichte der Musiktheorie by fifty years. the first history of harmonic theory, his Esquisse de l'histoire de l'harmonie, as the title implies, is a general outline rather than an exhaustive study. Fétis is attempting to show the ""facts, errors, and truths"" of previous theories and theorists, as Fétis interprets the ""facts, errors, and truths"" of previous theories and theorists, in order to provide a solid grounding for other scholars and to prevent subsequent interpretive mistakes. "
"Fétis' main theoretical work and the culmination of his conceptual frameworks of tonality and harmony is the Traité complet de la théorie et de la pratique de l'harmonie of 1844. This book has influenced later theorists and composers including Paul Hindemith, Ernst Kurth, and Franz Liszt. In the Musik-Lexicon of 1882, Hugo Riemann states that ""to [Fétis'] meditations we are indebted for the modern concept of tonality…he found himself emancipated from the spirit of a particular age, and able to render justice to all the various styles of music."" Though some other theorists, most notably Matthew Shirlaw, have had decidedly negative views, Riemann's assessment captures the two key features of Fétis' text. Though he did not coin the term ""tonality,"" Fétis developed the concept into its present-day form. He claimed that ""tonalité"" is the primary organizing agent of all melodic and harmonic successions and that the efforts of other theorists to find the fundamental principle of music in ""acoustics, mathematics, aggregations of intervals, or classifications of chords have been futile.""The majority of the Traité complet is devoted to explaining how tonalité organizes music. The primary factor of determining tonality is the scale. It sets out the order of the succession of tones in major and minor (the only two ""tonal"" modes which he recognizes), the distances which separate the tones, and the resultant melodic and harmonic tendencies. Tonality is not only a governed and conditioned state, but it is a socially conditioned one. Scales are cultural manifestations, resulting from shared experience and education. Nature provides the elements of tonalité, but human understanding, sensibility, and will determine particular harmonic systems. This concept was called a ""Metaphysical principle"" by Fétis, though Dahlhaus argues that the term is used in this case to denote an anthropological, culturally relative sense in his 1990 book Studies on the Origin of Harmonic Tonality, and theorist Rosalie Schellhous posits that the Kantian term ""transcendental"" might be more appropriate. In his comparative work, Fétis attempted ""a new method of classifying human races according to their musical systems"" following contemporary trends of social darwinism in the emerging fields of ethnology and anthropology.
",30,"Fétis''s main theoretical work and the culmination of Fétis''s conceptual frameworks of tonality and harmony is the Traité complet de la théorie et de la pratique de l'harmonie of 1844. the Traité complet de la théorie et de la pratique de l'harmonie of 1844 has influenced later theorists and composers including Paul Hindemith, Ernst Kurth, and Franz Liszt. In the Musik-Lexicon of 1882, Hugo Riemann states that ""to [Fétis''s] meditations we are indebted for the modern concept of tonality…Fétis' found Fétis' emancipated from the spirit of a particular age, and able to render justice to all the various styles of music."" Though some other theorists, most notably Matthew Shirlaw, have had decidedly negative views, Hugo Riemann's assessment captures the two key features of Fétis''s text. Though Fétis' did not coin the term ""tonality,"" Fétis' developed the term ""tonality into the term ""tonality's present-day form. Fétis' claimed that ""tonalité"" is the primary organizing agent of all melodic and harmonic successions and that the efforts of other theorists to find the fundamental principle of music in ""acoustics, mathematics, aggregations of intervals, or classifications of chords have been futile. ""The majority of the Traité complet de la théorie et de la pratique de l'harmonie of 1844 is devoted to explaining how tonalité organizes music. The primary factor of determining tonality is the scale. the Traité complet de la théorie et de la pratique de l'harmonie of 1844 sets out the order of the succession of tones in major and minor (the only two ""tonal"" modes which Fétis' recognizes), the distances which separate tones, and the resultant melodic and harmonic tendencies. Tonality is not only a governed and conditioned state, but Tonality is a socially conditioned one. Scales are cultural manifestations, resulting from shared experience and education. Nature provides the elements of tonalité, but human understanding, sensibility, and will determine particular harmonic systems. This concept was called a ""Metaphysical principle"" by Fétis', though Dahlhaus argues that This concept is used in this case to denote an anthropological, culturally relative sense in Dahlhaus's 1990 book Studies on the Origin of Harmonic Tonality, and theorist Rosalie Schellhous posits that the Kantian term ""transcendental"" might be more appropriate. In Fétis''s comparative work, Fétis' attempted ""a new method of classifying human races according to human races's musical systems"" following contemporary trends of social darwinism in the emerging fields of ethnology and anthropology. "
"=== Harmonic and rhythmic modulation ===
",31,=== Harmonic and rhythmic modulation === 
"However, if one wishes to interpret Fétis' metaphysical theory, one of his unique theoretical ideas is laid out in book 3 of the Traité complet, that of harmonic modulation. Fétis argues that tonality has evolved over the course of time through four distinct phases, or ordres:
",32,"However, if one wishes to interpret Fétis''s metaphysical theory, one of Fétis''s unique theoretical ideas is laid out in book 3 of the Traité complet, that of harmonic modulation. Fétis' argues that tonality has evolved over the course of time through four distinct phases, or ordres: "
"Unitonic – Resulting from plainchant tonality, the unitonic phase consists mainly of consonant triads with no possibility for modulation due to the lack of the tritone between the 4th and 7th scale degrees. This phase is also referred to by Fétis as tonalité ancienne.
",33,"Unitonic – Resulting from plainchant tonality, the unitonic phase consists mainly of consonant triads with no possibility for modulation due to the lack of the tritone between the 4th and 7th scale degrees. the unitonic phase is also referred to by Fétis as tonalité ancienne. "
"Transitonic – Order which began with the introduction of the dominant 7th chord into harmonic discourse, sometime between Zarlino and Montverdi. This development is also directly related to the codification of cadential systems and periodic phrase structure.
",34,"Transitonic – Order which began with the introduction of the dominant 7th chord into harmonic discourse, sometime between Zarlino and Montverdi. the introduction of the dominant 7th chord into harmonic discourse, sometime between Zarlino and Montverdi is also directly related to the codification of cadential systems and periodic phrase structure. "
"Pluritonic – Modulation is achieved through enharmonic relationships in which one note of a chord is considered the point of contact between different scales. Fétis claims that Mozart was the first to use such modulations as a means of expression. In this order, the diminished 7th and augmented 6th chords become important as they can modulate to several different tonalities.
",35,"Pluritonic – Modulation is achieved through enharmonic relationships in which one note of a chord is considered the point of contact between different scales. Fétis claims that Mozart was the first to use such modulations as a means of expression. In this order, the diminished 7th and augmented 6th chords become important as the diminished 7th and augmented 6th chords can modulate to several different tonalities. "
"Omnitonic – The final phase of tonality, and one embodied for Fétis by Wagner, where the alteration of the intervals of natural chords and modification by substitution of notes is so complex that it becomes impossible to identify the original chord. This is seen as a period of extremes, and undesirable compared to the moderately chromatic music of Meyerbeer. Fétis later applied this same system of ordres to rhythm, ""the least advanced part of music...[where] great things remain to be discovered."" Though he did not publish these theories in any of his treatises, they appear in several articles for the Revue musicale and in some lectures which had a profound impact on Liszt. Though music had not yet made it past the first phase, Unirhythm, by Fétis' time, he argues that composers may be able to ""mutate"" from one meter to another within the same melodic phrase. Though Liszt may have been an open disciple of the ideas of the Omnitonic and Omnirhythmic, the influence of such thinking can perhaps be seen most clearly in the music of Brahms, where hemiola and mixing of time signatures is a common occurrence.
",36,"Omnitonic – The final phase of tonality, and one embodied for Fétis by Wagner, where the alteration of the intervals of natural chords and modification by substitution of notes is so complex that it becomes impossible to identify the original chord. This is seen as a period of extremes, and undesirable compared to the moderately chromatic music of Meyerbeer. Fétis later applied this same system of ordres to rhythm, ""the least advanced part of music...[where] great things remain to be discovered."" Though Fétis did not publish these theories in any of Fétis's treatises, these theories appear in several articles for the Revue musicale and in some lectures which had a profound impact on Fétis. Though music had not yet made it past the first phase, Unirhythm, by Fétis's time, Fétis argues that composers may be able to ""mutate"" from one meter to another within the same melodic phrase. Though Fétis may have been an open disciple of the ideas of the Omnitonic and Omnirhythmic, the influence of such thinking can perhaps be seen most clearly in the music of Brahms, where hemiola and mixing of time signatures is a common occurrence. "
"== ""Se i miei sospiri"" ==
",37,"== ""Se i miei sospiri"" == "
"The Italian art song, ""Se i miei sospiri"", appeared in a Paris concert organized by Fétis in 1833. Fétis published the piece for voice and strings in 1838 and then again in 1843 for voice and piano with alternate lyrics (""Pietà, Signore""). It is these alternate lyrics with which the piece is now typically associated. Fétis attributed the song to Alessandro Stradella and claimed to possess an original manuscript of the work but never produced it for examination. As early as 1866, musicologists were questioning the authenticity of the song, and when Fétis' library was acquired by the Royal Library in Brussels after his death, no such manuscript could be found. Owing to this and the fact that the style of the piece is inconsistent with Stradella's own period, the authorship of the piece is now typically attributed to Fétis himself. The original Italian text for the song (Se i miei sospiri) was found set to different music by Alessandro Scarlatti in his 1693 oratorio ""The Martyrdom of St. Theodosia"".
",38,"The Italian art song, ""Se i miei sospiri"", appeared in a Paris concert organized by Fétis in 1833. Fétis published The Italian art song, ""Se i miei sospiri"" for voice and strings in 1838 and then again in 1843 for voice and piano with alternate lyrics (""Pietà, Signore""). It is alternate lyrics (""Pietà, Signore"") with which The Italian art song, ""Se i miei sospiri"" is now typically associated. Fétis attributed The Italian art song, ""Se i miei sospiri"" to Alessandro Stradella and claimed to possess an original manuscript of The Italian art song, ""Se i miei sospiri"" but never produced an original manuscript of the work for examination. As early as 1866, musicologists were questioning the authenticity of The Italian art song, ""Se i miei sospiri"", and when Fétis's library was acquired by the Royal Library in Brussels after Fétis's death, no such manuscript could be found. Owing to this and the fact that the style of The Italian art song, ""Se i miei sospiri"" is inconsistent with Alessandro Stradella's own period, the authorship of The Italian art song, ""Se i miei sospiri"" is now typically attributed to Fétis Fétis. The original Italian text for The Italian art song, ""Se i miei sospiri"" (Se i miei sospiri) was found set to different music by Alessandro Scarlatti in Alessandro Scarlatti's 1693 oratorio ""The Martyrdom of St. Theodosia"". "
"Biographies de Joseph et Michael Haydn (Paris, n.d.)
",40,"Biographies de Joseph et Michael Haydn (Paris, n.d.) "
"Méthode elementaire et abregée d'harmonie et d'accompagnement (Paris: Petit, 1823)
",41,"Méthode elementaire et abregée d'harmonie et d'accompagnement (Paris: Petit, 1823) "
"Traité du contrepoint et de la fugue... (Paris: Charles Michael Ozu, 1824)
",42,"Traité du contrepoint et de la fugue... (Paris: Charles Michael Ozu, 1824) "
"Revue musicale (Paris, 1827–35)
",43,"Revue musicale (Paris, 1827–35) "
"Curiosités historiques de la musique, complément nécessaire de la musique mise à la portée de tout le monde (Paris: Janet et Cotelle, 1830)
",44,"Curiosités historiques de la musique, complément nécessaire de la musique mise à la portée de tout le monde (Paris: Janet et Cotelle, 1830) "
"Biographie universelle des musiciens et bibliographie générale de la musique (Brussels, 1833–1844 [8 vols.])
",45,"Biographie universelle des musiciens et bibliographie générale de la musique (Brussels, 1833–1844 [8 vols.]) "
"Traité du chant en choeur (Paris, 1837)
",46,"Traité du chant en choeur (Paris, 1837) "
"Esquisse de l'histoire de l'harmonie considérée comme art et comme science systématique (Paris, 1840).
",47,"Esquisse de l'histoire de l'harmonie considérée comme art et comme science systématique (Paris, 1840). "
"Traité complet de la théorie et de la pratique de l'harmonie (Paris and Brussels, 1844)
",48,"Traité complet de la théorie et de la pratique de l'harmonie (Paris and Brussels, 1844) "
"Antoine Stradivari, luthier célèbre (Paris, 1856)
",49,"Antoine Stradivari, luthier célèbre (Paris, 1856) "
"Histoire générale de la musique (Paris, 1869–76; 5 vls., unfinished)
",50,"Histoire générale de la musique (Paris, 1869–76; 5 vls., unfinished) "
