ori_text,paragraphIndex,coref_text
"Returning to Cambridge in the intervals of his studies in Germany, Stanford had resumed his work as conductor of CUMS. He found the society in good shape under his deputy, Eaton Faning, and able to tackle demanding new works. In 1876 the society presented one of the first performances in Britain of the Brahms Requiem. In 1877 CUMS came to national attention when it presented the first British performance of Brahms's First Symphony. During the same period, Stanford was becoming known as a composer. He was composing prolifically, though he later withdrew some of his works from these years, including a violin concerto which, according to Rodmell, suffered from ""undistinguished thematic material."" In 1875 his First Symphony won the second prize in a competition held at the Alexandra Palace for symphonies by British composers, although he had to wait a further two years to hear the work performed.  In the same year Stanford directed the first performance of his oratorio The Resurrection, given by CUMS. At the request of Alfred Tennyson, he wrote incidental music for Tennyson's drama Queen Mary, performed at the Lyceum Theatre, London in April 1876. In April 1878, despite the disapproval of his father, Stanford married Jane Anna Maria Wetton, known as Jennie, a singer whom he had met when she was studying in Leipzig. She was the daughter of Henry Champion Wetton of Joldwynds in Surrey, who had died in 1870. They had a daughter, Geraldine Mary, born in 1883, and a son, Guy Desmond, born in 1885. In 1878 and 1879 Stanford worked on his first opera, The Veiled Prophet, to a libretto by his friend William Barclay Squire. It was based on a poem by Thomas Moore with characters including a virgin priestess and a mystic prophet, and a plot that culminates in poisoning and stabbing. Stanford offered the work to the opera impresario Carl Rosa, who refused it and suggested that the composer should try to have it staged in Germany: ""Its success will (unfortunately) have much greater chances here if accepted abroad."" Referring to the enormous popularity of Sullivan's comic operas, Rosa added, ""If the work was of the Pinafore style it would be quite another matter."" Stanford had greatly enjoyed Sullivan's Cox and Box, but The Veiled Prophet was intended to be a serious work of high drama and romance.
",16,"Returning to Cambridge in the intervals of Stanford's studies in Germany, Stanford had resumed Stanford's work as conductor of CUMS. Stanford found CUMS in good shape under Stanford's deputy, Eaton Faning, and able to tackle demanding new works. In 1876 CUMS presented one of the first performances in Britain of the Brahms Requiem. In 1877 CUMS came to national attention when CUMS presented the first British performance of Brahms's First Symphony. During the same period, Stanford was becoming known as a composer. Stanford was composing prolifically, though Stanford later withdrew some of Stanford's works from these years, including a violin concerto which, according to Rodmell, suffered from ""undistinguished thematic material."" In the same year Stanford's First Symphony won the second prize in a competition held at the Alexandra Palace for symphonies by British composers, although Stanford had to wait a further two years to hear Brahms's First Symphony performed. In the same year Stanford directed the first performance of Stanford's oratorio The Resurrection, given by CUMS. At the request of Alfred Tennyson, Stanford wrote incidental music for Alfred Tennyson's drama Queen Mary, performed at the Lyceum Theatre, London in April 1876. In April 1878, despite the disapproval of Stanford's father, Stanford married Jane Anna Maria Wetton, known as Jennie, a singer whom Stanford had met when Jane Anna Maria Wetton, known as Jennie, a singer whom he had met when she was studying in Leipzig was studying in Leipzig. Jane Anna Maria Wetton, known as Jennie, a singer whom he had met when she was studying in Leipzig was the daughter of Henry Champion Wetton of Joldwynds in Surrey, who had died in 1870. They had a daughter, Geraldine Mary, born in 1883, and a son, Guy Desmond, born in 1885. In 1878 and 1879 Stanford worked on Stanford's first opera, The Veiled Prophet, to a libretto by Stanford's friend William Barclay Squire. his first opera, The Veiled Prophet was based on a poem by Thomas Moore with characters including a virgin priestess and a mystic prophet, and a plot that culminates in poisoning and stabbing. Stanford offered his first opera, The Veiled Prophet to the opera impresario Carl Rosa, who refused his first opera, The Veiled Prophet and suggested that Stanford should try to have his first opera, The Veiled Prophet staged in Germany: ""his first opera, The Veiled Prophet's success will (unfortunately) have much greater chances here if accepted abroad."" Referring to the enormous popularity of Sullivan's's comic operas, the opera impresario Carl Rosa, who refused it and suggested that the composer should try to have it staged in Germany added, ""If his first opera, The Veiled Prophet was of the Pinafore style it would be quite another matter."" Stanford had greatly enjoyed Sullivan's's Cox and Box, but his first opera, The Veiled Prophet was intended to be a serious work of high drama and romance. "
"Stanford had made many useful contacts during his months in Germany, and his friend the conductor Ernst Frank got the piece staged at the Königliches Schauspiel in Hanover in 1881. Reviewing the premiere for The Musical Times, Stanford's friend J A Fuller Maitland wrote, ""Mr. Stanford's style of instrumentation ... is built more or less on that of Schumann; while his style of dramatic treatment bears more resemblance to Meyerbeer than to that of any other master."" Other reviews were mixed, and the opera had to wait until 1893 for its English premiere. Stanford nevertheless continued to seek operatic success throughout his career. In his lifelong enthusiasm for opera he differed strikingly from his contemporary Hubert Parry, who made one attempt at composing opera and then renounced the genre.
",17,"Stanford had made many useful contacts during Stanford's months in Germany, and Stanford's friend the conductor Ernst Frank got the piece staged at the Königliches Schauspiel in Hanover in 1881. Reviewing the premiere for The Musical Times, Stanford's friend J A Fuller Maitland wrote, ""Stanford's style of instrumentation ... is built more or less on that of Schumann; while Stanford's style of dramatic treatment bears more resemblance to Meyerbeer than to that of any other master."" Other reviews were mixed, and the piece had to wait until 1893 for the piece's English premiere. Stanford nevertheless continued to seek operatic success throughout Stanford's career. In Stanford's lifelong enthusiasm for opera Stanford differed strikingly from Stanford's contemporary Hubert Parry, who made one attempt at composing opera and then renounced opera. "
"By the early 1880s, Stanford was becoming a major figure in the British musical scene. His only major rivals were seen as Sullivan, Frederic Hymen Cowen, Parry, Alexander Mackenzie and Arthur Goring Thomas. Sullivan was by this time viewed with suspicion in high-minded musical circles for composing comic rather than grand operas; Cowen was regarded more as a conductor than as a composer; and the other three, though seen as promising, had not so far made a clear mark as Stanford had done. Stanford helped Parry in particular to gain recognition, commissioning incidental music from him for a Cambridge production of Aristophanes' The Birds and a symphony (the ""Cambridge"") for the musical society. At Cambridge Stanford continued to raise the profile of CUMS, as well as his own, by securing appearances by leading international musicians including Joachim, Hans Richter, Alfredo Piatti and Edward Dannreuther. The society attracted further attention by premiering works by Cowen, Parry, Mackenzie, Goring Thomas and others. Stanford was also making an impression in his capacity as organist of Trinity, raising musical standards and composing what his biographer Jeremy Dibble calls ""some highly distinctive church music"" including a Service in B♭ (1879), the anthem ""The Lord is my shepherd"" (1886) and three Latin motets including Beati quorum via (1888). In the first half of the 1880s, Stanford collaborated with the author Gilbert à Beckett on two operas, Savonarola, and The Canterbury Pilgrims. The former was well received at its premiere in Hamburg in April 1884, but received a critical savaging when staged at Covent Garden in July of the same year. Parry commented privately, ""It seems very badly constructed for the stage, poorly conceived and the music, though clean and well-managed, is not striking or dramatic."" The most severe public criticism was in The Theatre, whose reviewer wrote, ""The book of Savonarola is dull, stilted, and, from a dramatic point of view, weak. It is not, however, so crushingly tiresome as the music fitted to it. Savonarola has gone far to convince me that opera is quite out of [Stanford's] line and that the sooner he abandons the stage for the cathedral, the better for his musical reputation."" The Canterbury Pilgrims had been premiered in London in April 1884, three months before Savonarola was presented at Covent Garden. It had a better reception than the latter, though reviews pointed out Stanford's debt to Die Meistersinger, and complained of a lack of emotion in the love music. George Grove agreed with the critics, writing to Parry, ""Charlie's music contains everything but sentiment. Love not at all – that I heard not a grain of. ... And I do think that there might be more tune. Melody is not a thing to be avoided surely."" In 1896 a critic wrote that the opera had ""just such a 'book' as would have suited the late Alfred Cellier. He would probably have made of it a charming light English opera. But Dr. Stanford has chosen to use it for the exemplification of those advanced theories which we know him to hold, and he has given us music which would incline us to think that Die Meistersinger had been his model. The effect of the combination is not happy.""
",18,"By the early 1880s, Stanford was becoming a major figure in the British musical scene. Stanford's only major rivals were seen as Sullivan, Frederic Hymen Cowen, Parry, Alexander Mackenzie and Arthur Goring Thomas. Sullivan was by this time viewed with suspicion in high-minded musical circles for composing comic rather than grand operas; Frederic Hymen Cowen was regarded more as a conductor than as a composer; and Sullivan, Frederic Hymen Cowen, Parry, Alexander Mackenzie and Arthur Goring Thomas, though seen as promising, had not so far made a clear mark as Stanford had done. Stanford helped Parry in particular to gain recognition, commissioning incidental music from Parry for a Cambridge production of Aristophanes' The Birds and a symphony (the ""Cambridge"") for the musical society. At Cambridge Stanford continued to raise the profile of the musical society, as well as Stanford's own, by securing appearances by leading international musicians including Joachim, Hans Richter, Alfredo Piatti and Edward Dannreuther. the musical society attracted further attention by premiering works by Frederic Hymen Cowen, Parry, Alexander Mackenzie, Arthur Goring Thomas and others. Stanford was also making an impression in Stanford's capacity as organist of Trinity, raising musical standards and composing what Stanford's biographer Jeremy Dibble calls ""some highly distinctive church music"" including a Service in B♭ (1879), the anthem ""The Lord is my shepherd"" (1886) and three Latin motets including Beati quorum via (1888). In the first half of the 1880s, Stanford collaborated with the author Gilbert à Beckett on two operas, Savonarola, and The Canterbury Pilgrims. Savonarola was well received at Savonarola's premiere in Hamburg in April the same year, but received a critical savaging when staged at Covent Garden in July of the same year. Parry commented privately, ""Savonarola seems very badly constructed for the stage, poorly conceived and the music, though clean and well-managed, is not striking or dramatic."" The most severe public criticism was in The Theatre, whose reviewer wrote, ""The book of Savonarola is dull, stilted, and, from a dramatic point of view, weak. Savonarola is not, however, so crushingly tiresome as the music fitted to Savonarola. Savonarola has gone far to convince me that opera is quite out of [Stanford's] line and that the sooner Stanford abandons the stage for the cathedral, the better for Stanford's musical reputation."" The Canterbury Pilgrims had been premiered in London in April 1884, three months before Savonarola was presented at Covent Garden. Savonarola had a better reception than Savonarola, though reviews pointed out Stanford's debt to Die Meistersinger, and complained of a lack of emotion in the love music. George Grove agreed with the critics, writing to Parry, ""Charlie's music contains everything but sentiment. Love not at all – that George Grove heard not a grain of. ... And George Grove do think that there might be more tune. Melody is not a thing to be avoided surely."" In 1896 a critic wrote that Savonarola had ""just such a 'book' as would have suited the late Alfred Cellier. the late Alfred Cellier would probably have made of Savonarola a charming light English opera. But Stanford has chosen to use Savonarola for the exemplification of those advanced theories which we know Stanford to hold, and Stanford has given us music which would incline us to think that Die Meistersinger had been Stanford's model. The effect of the combination is not happy."" "
"In 1883, the Royal College of Music was set up to replace the short-lived and unsuccessful National Training School for Music (NTSM). Neither the NTSM nor the longer-established Royal Academy of Music had provided adequate musical training for professional orchestral players, and the founder-director of the college, George Grove, was determined that the new institution should succeed in doing so. His two principal allies in this undertaking were the violinist Henry Holmes and Stanford. In a study of the founding of the college, David Wright notes that Stanford had two main reasons for supporting Grove's aim. The first was his belief that a capable college orchestra was essential to give students of composition the chance to experience the sound of their music. His second reason was the severe contrast between the competence of German orchestras and the performance of their British counterparts. He accepted Grove's offer of the posts of professor of composition and (with Holmes) conductor of the college orchestra. He held the professorship for the rest of his life; among the best known of his many pupils were Samuel Coleridge-Taylor, Gustav Holst, Ralph Vaughan Williams, John Ireland, Rebecca Clarke, Frank Bridge and Arthur Bliss.
",20,"In 1883, the Royal College of Music was set up to replace the short-lived and unsuccessful National Training School for Music (NTSM). Neither the short-lived and unsuccessful National Training School for Music (NTSM) nor the longer-established Royal Academy of Music had provided adequate musical training for professional orchestral players, and the founder-director of the Royal College of Music, George Grove, was determined that the Royal College of Music should this undertaking in doing so. the founder-director of the college, George Grove's two principal allies in this undertaking were the violinist Henry Holmes and Stanford. In a study of the founding of the Royal College of Music, David Wright notes that Stanford had two main reasons for supporting the founder-director of the college, George Grove's aim. The first was the founder-director of the college, George Grove's belief that a capable college orchestra was essential to give students of composition the chance to experience the sound of students of composition's music. the founder-director of the college, George Grove's second reason was the severe contrast between the competence of German orchestras and the performance of German orchestras's British counterparts. the founder-director of the college, George Grove accepted the founder-director of the college, George Grove's offer of the posts of professor of composition and (with the violinist Henry Holmes) conductor of the college orchestra. the founder-director of the college, George Grove held the professorship for the rest of the founder-director of the college, George Grove's life; among the best known of the founder-director of the college, George Grove's many pupils were Samuel Coleridge-Taylor, Gustav Holst, Ralph Vaughan Williams, John Ireland, Rebecca Clarke, Frank Bridge and Arthur Bliss. "
"Stanford was never an easy-going teacher. He insisted on one-to-one tutorials, and worked his pupils hard. One of them, Herbert Howells, recalled, ""Corner any Stanford pupil you like, and ask him to confess the sins he most hated being discovered in by his master. He will tell you 'slovenliness' and 'vulgarity.' When these went into the teacher's room they came out, badly damaged. Against compromise with dubious material or workmanship Stanford stubbornly set his face."" Another pupil, Edgar Bainton, recalled:
",21,"Stanford was never an easy-going teacher. Stanford insisted on one-to-one tutorials, and worked Stanford's pupils hard. One of his pupils, Herbert Howells, recalled, ""Corner any Stanford pupil you like, and ask any Stanford pupil you like to confess the sins any Stanford pupil you like most hated being discovered in by any Stanford pupil you like's master. any Stanford pupil you like will tell you 'slovenliness' and 'vulgarity.' When 'slovenliness' and 'vulgarity went into Stanford's room 'slovenliness' and 'vulgarity came out, badly damaged. Against compromise with dubious material or workmanship Stanford stubbornly set Stanford's face."" Another pupil, Edgar Bainton, recalled: "
"Stanford's teaching seemed to be without method or plan. His criticism consisted for the most part of ""I like it, my boy,"" or ""It's damned ugly, my boy"" (the latter in most cases). In this, perhaps, lay its value. For in spite of his conservatism, and he was intensely and passionately conservative in music as in politics, his amazingly comprehensive knowledge of musical literature of all nations and ages made one feel that his opinions, however irritating, had weight.
",22,"Stanford's's teaching seemed to be without method or plan. Stanford's's criticism consisted for the most part of ""I like it, my boy,"" or ""It's damned ugly, my boy"" (the latter in most cases). In this, perhaps, lay His criticism's value. For in spite of Stanford's's conservatism, and Stanford's was intensely and passionately conservative in music as in politics, Stanford's's amazingly comprehensive knowledge of musical literature of all nations and ages made one feel that Stanford's's opinions, however irritating, had weight. "
"To Stanford's regret, many of his pupils who achieved eminence as composers broke away from his classical, Brahmsian precepts, as he had himself rebelled against Reinecke's conservatism. The composer George Dyson wrote, ""In a certain sense the very rebellion he fought was the most obvious fruit of his methods. And in view of what some of these rebels have since achieved, one is tempted to wonder whether there is really anything better a teacher can do for his pupils than drive them into various forms of revolution."" The works of some of Stanford's pupils, including Holst and Vaughan Williams, entered the general repertory in Britain, and to some extent elsewhere, as Stanford's never did. For many years after his death it seemed that Stanford's greatest fame would be as a teacher. Among his achievements at the RCM was the establishment of an opera class, with at least one operatic production every year. From 1885 to 1915 there were 32 productions, all of them conducted by Stanford. In 1887 Stanford was appointed professor of music at Cambridge in succession to Sir George Macfarren who died in October of that year. Up to this time, the university had awarded music degrees to candidates who had not been undergraduates at Cambridge; all that was required was to pass the university's music examinations. Stanford was determined to end the practice, and after six years he persuaded the university authorities to agree. Three years' study at the university became a prerequisite for sitting the bachelor of music examinations.
",23,"To Stanford's's regret, many of Stanford's's pupils who achieved eminence as composers broke away from Stanford's's classical, Brahmsian precepts, as Stanford's had Stanford's the very rebellion he fought against Reinecke's conservatism. The composer George Dyson wrote, ""In a certain sense the very rebellion Stanford's fought was the most obvious fruit of Stanford's's methods. And in view of what some of these rebels have since achieved, one is tempted to wonder whether there is really anything better a teacher can do for a teacher's pupils than drive his pupils into various forms of revolution."" The works of some of Stanford's's pupils, including Holst and Vaughan Williams, entered the general repertory in Britain, and to some extent elsewhere, as Stanford's's never did. For many years after Stanford's's death it seemed that Stanford's's greatest fame would be as a teacher. Among Stanford's's achievements at the RCM was the establishment of an opera class, with at least one operatic production every year. From 1885 to 1915 there were 32 productions, all of 32 productions conducted by Stanford's. In that year Stanford's was appointed professor of music at Cambridge in succession to Sir George Macfarren who died in October of that year. Up to that year, Cambridge had the practice music degrees to candidates who had not been undergraduates at Cambridge; all that was required was to pass Cambridge's music examinations. Stanford's was determined to end the practice, and after six years Stanford's persuaded the university authorities to agree. Three years' study at Cambridge became a prerequisite for sitting the bachelor of music examinations. "
"=== Conductor and composer ===
",24,=== Conductor and composer === 
"During the last decades of the 19th century, Stanford's academic duties did not prevent him from composing or performing. He was appointed conductor of the Bach Choir, London, in 1885, succeeding its founding conductor Otto Goldschmidt. He held the post until 1902. Hans von Bülow conducted the German premiere of Stanford's Irish Symphony in Hamburg in January 1888, and was sufficiently impressed by the work to programme it in Berlin shortly afterwards. Richter conducted it in Vienna, and Mahler later conducted it in New York. For the Theatre Royal, Cambridge, Stanford composed incidental music for productions of Aeschylus's The Eumenides (1885), and Sophocles' Oedipus Tyrannos (1887). The Times said of the former, ""Mr. Stanford's music is dramatically significant, as well as beautiful in itself. It has, moreover, that quality so rare among modern composers – style."" In both sets of music Stanford made extensive use of leitmotifs, in the manner of Wagner; the critic of The Times noted the Wagnerian character of the prelude to Oedipus. In the 1890s, Bernard Shaw writing as music critic of The World, voiced mixed feelings about Stanford. In Shaw's view, the best of Stanford's works displayed an uninhibited, Irish, character. The critic was dismissive of the composer's solemn Victorian choral music. In July 1891, Shaw's column was full of praise for Stanford's capacity for spirited tunes, declaring that Richard D'Oyly Carte should engage him to succeed Sullivan as the composer of Savoy operas. In October of the same year, Shaw attacked Stanford's oratorio Eden, bracketing the composer with Parry and Mackenzie as a mutual admiration society, purveying ""sham classics"":
",25,"During the last decades of the 19th century, Stanford's's academic duties did not prevent Stanford's from composing or performing. Stanford's was appointed conductor of the Bach Choir, London, in 1885, succeeding the Bach Choir, London's founding conductor Otto Goldschmidt. Stanford's held conductor of the Bach Choir, London, until 1902. Hans von Bülow conducted the German premiere of Stanford's's Irish Symphony in Hamburg in January 1888, and was sufficiently impressed by Stanford's Irish Symphony to programme Stanford's Irish Symphony in Berlin shortly afterwards. Richter conducted Stanford's Irish Symphony in Vienna, and Mahler later conducted Stanford's Irish Symphony in New York. For the Theatre Royal, Cambridge, Stanford's composed incidental music for productions of Aeschylus's The Eumenides (1885), and Sophocles' Oedipus Tyrannos (1887). The Times said of Sophocles' Oedipus Tyrannos (1887), ""Stanford's's music is dramatically significant, as well as beautiful in Mr. Stanford's music. Mr. Stanford's music has, moreover, that quality so rare among modern composers – style."" In both sets of music Stanford's made extensive use of leitmotifs, in the manner of Wagner; the critic of The Times noted the Wagnerian character of the prelude to Sophocles' Oedipus Tyrannos (1887). In the 1890s, Bernard Shaw writing as music critic of The World, voiced mixed feelings about Stanford's. In Bernard Shaw's view, the best of Stanford's's works displayed an uninhibited, Irish, character. Bernard Shaw was dismissive of Stanford's's solemn Victorian choral music. In July the same year, Bernard Shaw's column was full of praise for Stanford's's capacity for spirited tunes, declaring that Richard D'Oyly Carte should engage Stanford's to succeed Sullivan as the composer of Savoy operas. In October of the same year, Bernard Shaw attacked Stanford's's oratorio Eden, bracketing Stanford's with Parry and Mackenzie as a mutual admiration society, purveying ""sham classics"": "
" [W]ho am I that I should be believed, to the disparagement of eminent musicians? If you doubt that Eden is a masterpiece, ask Dr Parry and Dr Mackenzie, and they will applaud it to the skies. Surely Dr Mackenzie's opinion is conclusive; for is he not the composer of Veni Creator, guaranteed as excellent music by Professor Stanford and Dr Parry? You want to know who Parry is? Why, the composer of Blest Pair of Sirens, as to the merits of which you only have to consult Dr Mackenzie and Professor Stanford.
",26,"[W]ho am I that I should be believed, to the disparagement of eminent musicians? If you doubt that Eden is a masterpiece, ask Dr Parry and Dr Mackenzie, and Dr Parry and Dr Mackenzie will applaud Eden to the skies. Surely Dr Mackenzie's opinion is conclusive; for is Dr Mackenzie not the composer of Veni Creator, guaranteed as excellent music by Professor Stanford and Dr Parry? You want to know who Dr Parry is? Why, the composer of Blest Pair of Sirens, as to the merits of which you only have to consult Dr Mackenzie and Professor Stanford. "
"To Fuller Maitland, the trio of composers lampooned by Shaw were the leaders of an English musical renaissance (although neither Stanford nor Mackenzie was English). This view persisted in some academic circles for many years. Stanford returned to opera in 1893, with an extensively revised and shortened version of The Veiled Prophet. It had its British premiere at Covent Garden in July. His friend Fuller Maitland was by this time the chief music critic of The Times, and the paper's review of the opera was laudatory. According to Fuller Maitland The Veiled Prophet was the best novelty of an opera season that had also included Leoncavallo's Pagliacci, Bizet's Djamileh and Mascagni's I Rantzau. Stanford's next opera was Shamus O'Brien (1896), a comic opera to a libretto by George H. Jessop. The conductor was the young Henry Wood, who recalled in his memoirs that the producer, Sir Augustus Harris, managed to quell the dictatorial composer and prevent him from interfering with the staging. Stanford attempted to give Wood lessons in conducting, but the young man was unimpressed. The opera was successful, running for 82 consecutive performances. The work was given in German translation in Breslau in 1907; Thomas Beecham thought it ""a colourful, racy work"", and revived it in his 1910 opéra comique season at His Majesty's Theatre, London.
",27,"To Fuller Maitland, the trio of composers lampooned by Shaw were the leaders of an English musical renaissance (although neither Stanford nor Mackenzie was English). This view persisted in some academic circles for many years. Stanford returned to opera in 1893, with an extensively revised and shortened version of The Veiled Prophet. an extensively revised and shortened version of The Veiled Prophet had an extensively revised and shortened version of The Veiled Prophet's British premiere at Covent Garden in July. Stanford's friend Fuller Maitland was by this time the chief music critic of The Times, and The Times's review of The Veiled Prophet was laudatory. According to Fuller Maitland The Veiled Prophet was the best novelty of an opera season that had also included Leoncavallo's Pagliacci, Bizet's Djamileh and Mascagni's I Rantzau. Stanford's next opera was Shamus O'Brien (1896), a comic opera to a libretto by George H. Jessop. The conductor was the young Henry Wood, who recalled in Wood's memoirs that the producer, Sir Augustus Harris, managed to quell the dictatorial composer and prevent the dictatorial composer from interfering with the staging. Stanford attempted to give Wood lessons in conducting, but Wood was unimpressed. The Veiled Prophet was successful, running for 82 consecutive performances. The Veiled Prophet was given in German translation in Breslau in 1907; Thomas Beecham thought The Veiled Prophet ""a colourful, racy work"", and revived The Veiled Prophet in Thomas Beecham's 1910 opéra comique season at His Majesty's Theatre, London. "
"At the end of 1894, Grove retired from the Royal College of Music. Parry was chosen to succeed him, and although Stanford wholeheartedly congratulated his friend on his appointment, their relations soon deteriorated. Stanford was known as a hot-tempered and quarrelsome man. Grove had written of a board meeting at the Royal College ""where somehow the spirit of the d----l himself had been working in Stanford all the time – as it sometimes does, making him so nasty and quarrelsome and contradictious as no one but he can be! He is a most remarkably clever and able fellow, full of resource and power – no doubt of that – but one has to purchase it often at a very dear price."" Parry suffered worse at Stanford's hands with frequent rows, deeply upsetting to the highly strung Parry. Some of their rows were caused by Stanford's reluctance to accept the authority of his old friend and protégé, but on other occasions Parry seriously provoked Stanford, notably in 1895 when he reduced the funding for Stanford's orchestral classes. In 1898, Sullivan, ageing and unwell, resigned as conductor of the Leeds triennial music festival, a post which he had held since 1880. He believed that Stanford's motive for accepting the conductorship of the Leeds Philharmonic Society the previous year was to position himself to take over the festival. Stanford later felt obliged to write to The Times, denying that he had been party to a conspiracy to oust Sullivan. Sullivan was by then thought to be a dull conductor of other composers' music, and although Stanford's work as a conductor was not without its critics, he was appointed in Sullivan's place. He remained in charge until 1910. His compositions for the festival included Songs of the Sea (1904), Stabat Mater (1907) and Songs of the Fleet (1910). New works by other composers presented at Leeds during Stanford's years in charge included pieces by Parry, Mackenzie, and seven of Stanford's former pupils. The best-known new work from Stanford's time is probably Vaughan Williams's A Sea Symphony, premiered in 1910.
",28,"At the end of 1894, Grove his appointment from the Royal College of Music. Parry was chosen to succeed Grove, and although Stanford wholeheartedly congratulated Parry's friend on Grove's appointment, their relations soon deteriorated. Stanford was known as a hot-tempered and quarrelsome man. Grove had written of a board meeting at the Royal College of Music ""where somehow the spirit of the d----l himself had been working in Stanford all the time – as the spirit of the d----l himself sometimes does, making him so nasty and quarrelsome and contradictious as no one but he can be! He is a most remarkably clever and able fellow, full of resource and power – no doubt of that – but one has to purchase resource and power often at a very dear price."" Parry suffered worse at Stanford's hands with frequent rows, deeply upsetting to Parry. Some of frequent rows were caused by Stanford's reluctance to accept the authority of Stanford's old friend and protégé, but on other occasions Parry seriously provoked Stanford, notably in 1895 when Parry reduced the funding for Stanford's orchestral classes. In 1898, Sullivan, ageing and unwell, resigned as conductor of the Leeds triennial music festival, a post which Sullivan had held since 1880. Sullivan believed that Stanford's motive for accepting the conductorship of the Leeds Philharmonic Society the previous year was to position Stanford to take over the Leeds triennial music festival. Stanford later felt obliged to write to The Times, denying that Stanford had been party to a conspiracy to oust Sullivan. Sullivan was by then thought to be a dull conductor of other composers' music, and although Stanford's work as a conductor was not without Stanford's work as a conductor's critics, Stanford was appointed in Sullivan's place. Stanford remained in charge until 1910. Stanford's compositions for the Leeds triennial music festival included Songs of the Sea (1904), Stabat Mater (1907) and Songs of the Fleet (1910). New works by other composers presented at Leeds during Stanford's years in charge included pieces by Parry, Mackenzie, and seven of Stanford's former pupils. The best-known new work from Stanford's time is probably Vaughan Williams's A Sea Symphony, premiered in 1910. "
"In 1901 Stanford returned once again to opera, with Much Ado About Nothing, to a libretto by Julian Sturgis that was exceptionally faithful to Shakespeare's original. The Manchester Guardian commented, ""Not even in the Falstaff of Arrigo Boito and Giuseppe Verdi have the characteristic charm, the ripe and pungent individuality of the original comedy been more sedulously preserved.""Despite good notices for the opera, Stanford's star was waning. In the first decade of the century, his music became eclipsed by that of a younger composer, Edward Elgar. In the words of the music scholar Robert Anderson, Stanford ""had his innings with continental reputation in the latter decades of the nineteenth century, but then Elgar bowled him out."" When Elgar was struggling for recognition in the 1890s, Stanford had been supportive of his younger colleague, conducting his music, putting him forward for a Cambridge doctorate, and proposing him for membership of the exclusive London club, the Athenaeum. He was, however, put out when Elgar's success at home and abroad eclipsed his own, with Richard Strauss (whom Stanford detested) praising Elgar as the first progressive English composer. When Elgar was appointed professor of music at Birmingham University in 1904, Stanford wrote him a letter that the recipient found ""odious"". Elgar retaliated in his inaugural lecture with remarks about composers of rhapsodies, widely seen as denigrating Stanford. Stanford later counter-attacked in his book A History of Music, writing of Elgar, ""Cut off from his contemporaries by his religion and his want of regular academic training, he was lucky enough to enter the field and find the preliminary ploughing done.""Though bitter about being sidelined, Stanford continued to compose. Between the turn of the century and the outbreak of the First World War in 1914 his new works included a violin concerto (1901), a clarinet concerto (1902), a sixth and a seventh (and last) symphony (1906 and 1911), and his second piano concerto (1911). In 1916 he wrote his penultimate opera, The Critic. It was a setting of Sheridan's comedy of the same name, with the original text left mostly intact by the librettist, Lewis Cairns James. The work was well received at the premiere at the Shaftesbury Theatre, London, and was taken up later in the year by Beecham, who staged it in Manchester and London.
",30,"In 1901 Stanford returned once again to opera, with Much Ado About Nothing, to a libretto by Julian Sturgis that was exceptionally faithful to Shakespeare's original. The Manchester Guardian commented, ""Not even in the Falstaff of Arrigo Boito and Giuseppe Verdi have the characteristic charm, the ripe and pungent individuality of the original comedy been more sedulously preserved. ""Despite good notices for a libretto by Julian Sturgis that was exceptionally faithful to Shakespeare's original, Stanford's star was waning. In the first decade of the century, Stanford's music became eclipsed by that of a younger composer, Edward Elgar. In the words of the music scholar Robert Anderson, Stanford ""had Stanford's innings with continental reputation in the latter decades of the nineteenth century, but then a younger composer, Edward Elgar bowled Stanford out."" When a younger composer, Edward Elgar was struggling for recognition in the 1890s, Stanford had been supportive of Stanford's younger colleague, conducting a younger composer, Edward Elgar's music, putting a younger composer, Edward Elgar forward for a Cambridge doctorate, and proposing a younger composer, Edward Elgar for membership of the exclusive London club, the Athenaeum. Stanford was, however, put out when a younger composer, Edward Elgar's success at home and abroad eclipsed Stanford's own, with Richard Strauss (whom Stanford detested) praising a younger composer, Edward Elgar as the first progressive English composer. When a younger composer, Edward Elgar was appointed professor of music at Birmingham University in 1904, Stanford wrote a younger composer, Edward Elgar a letter that the recipient found ""odious"". a younger composer, Edward Elgar retaliated in a younger composer, Edward Elgar's inaugural lecture with remarks about composers of rhapsodies, widely seen as denigrating Stanford. Stanford later counter-attacked in Stanford's book A History of Music, writing of a younger composer, Edward Elgar, ""Cut off from a younger composer, Edward Elgar's contemporaries by a younger composer, Edward Elgar's religion and a younger composer, Edward Elgar's want of regular academic training, a younger composer, Edward Elgar was lucky enough to enter the field and find the preliminary ploughing done. ""Though bitter about being sidelined, Stanford continued to compose. Between the turn of the century and the outbreak of the First World War in 1914 Stanford's new works included a violin concerto (1901), a clarinet concerto (1902), a sixth and a seventh (and last) symphony (1906 and 1911), and Stanford's second piano concerto (1911). In the year Stanford wrote Stanford's penultimate opera, The Critic. his penultimate opera, The Critic was a setting of Sheridan's comedy of the same name, with the original text left mostly intact by the librettist, Lewis Cairns James. his penultimate opera, The Critic was well received at the premiere at the Shaftesbury Theatre, London, and was taken up later in the year by Beecham, who staged his penultimate opera, The Critic in Manchester and London. "
