ori_text,paragraphIndex,coref_text
"=== Pleyel as businessman ===
",15,=== Pleyel as businessman = == 
"Pleyel moved to Paris in 1795. In 1797, he set up a business as a music publisher (""Maison Pleyel""), which among other works produced a complete edition of Haydn's string quartets (1801), as well as the first miniature scores for study (the Bibliothèque musicale, ""musical library""). The publishing business lasted for 39 years and published about 4,000 works during this time, including compositions by Adolphe Adam, Luigi Boccherini, Ludwig van Beethoven, Muzio Clementi, Johann Baptist Cramer, Johann Ladislaus Dussek, Johann Nepomuk Hummel, Wolfgang Amadeus Mozart and Georges Onslow. Pleyel visited Vienna on business in 1805, meeting his now elderly mentor Haydn for a final time and hearing Beethoven play.
",16,"Pleyel moved to Paris in 1795. In 1797, Pleyel set up a business as a music publisher (""Maison Pleyel""), which among other works produced a complete edition of Haydn's's string quartets (1801), as well as the first miniature scores for study (the Bibliothèque musicale, ""musical library""). a business lasted for 39 years and published about 4,000 works during 39 years, including compositions by Adolphe Adam, Luigi Boccherini, Ludwig van Beethoven, Muzio Clementi, Johann Baptist Cramer, Johann Ladislaus Dussek, Johann Nepomuk Hummel, Wolfgang Amadeus Mozart and Georges Onslow. Pleyel visited Vienna on business in 1805, meeting Pleyel's now elderly mentor Haydn for a final time and hearing Ludwig van Beethoven play. "
"In 1807, Pleyel became a manufacturer of pianos; for more on the Pleyel piano firm, see Pleyel et Cie.
",17,"In 1807, Pleyel became a manufacturer of pianos; for more on Pleyel, see Pleyel et Cie. "
"Pleyel retired in 1824 and moved to the countryside about 50 km outside Paris. He died in 1831, apparently quite aware that his own musical style had been fully displaced by the new Romanticism in music. He was buried in Père Lachaise Cemetery in Paris.
",19,"Pleyel retired in 1824 and moved to the countryside about 50 km outside Paris. Pleyel died in 1831, apparently quite aware that Pleyel's own musical style had been fully displaced by the new Romanticism in music. Pleyel was buried in Père Lachaise Cemetery in Paris. "
"Pleyel was prolific, composing at least 42 symphonies, 70 string quartets and several operas. Many of these works date from the Strasbourg period; Pleyel's production tailed off after he had become a businessman.
",21,"Pleyel was prolific, composing at least 42 symphonies, 70 string quartets and several operas. Many of at least 42 symphonies, 70 string quartets and several operas date from the Strasbourg period; Pleyel's production tailed off after Pleyel had become a businessman. "
"Recent scholarship has suggested that the theme for the Variations on a Theme by Haydn, by Johannes Brahms, Op. 56a, was probably composed not by Haydn but by Ignaz Pleyel.
",22,"Recent scholarship has suggested that the theme for the Variations on a Theme by Haydn, by Johannes Brahms, Op. 56a, was probably composed not by Haydn but by Ignaz Pleyel. "
"Pleyel also wrote music for masonic rituals.
",23,Pleyel also wrote music for masonic rituals. 
"== Reputation and assessment ==
",24,== Reputation and assessment == 
"Pleyel is one instance of the phenomenon of a composer (others include Cherubini, Meyerbeer, and Thalberg) who was very famous in his own time but currently obscure. Keefe (2005) describes a ""craze for his music c. 1780–1800"", and quotes a number of contemporary witnesses to this surge. For instance François-Joseph Fétis wrote, ""What composer ever created more of a craze than Pleyel? Who enjoyed a more universal reputation or a more absolute domination of the field of instrumental music? Over more than twenty years, there was no amateur or professional musician who did not delight in his genius.""Pleyel's fame even reached the then-remote musical regions of America. There was a Pleyel Society on the island of Nantucket off the coast of Massachusetts, and tunes by Pleyel made their way into the then-popular shape note tunebooks. Pleyel's work is twice represented in the principal modern descendant of these books, The Sacred Harp.
",25,"Pleyel is one instance of the phenomenon of a composer (others include Cherubini, Meyerbeer, and Thalberg) who was very famous in a composer (others include Cherubini, Meyerbeer, and Thalberg) who was very famous in his own time but currently obscure's own time but currently obscure. Keefe (2005) describes a ""craze for a composer (others include Cherubini, Meyerbeer, and Thalberg) who was very famous in his own time but currently obscure's music c. 1780–1800"", and quotes a number of contemporary witnesses to a ""craze for his music c. 1780–1800"". For instance François-Joseph Fétis wrote, ""What composer ever created more of a craze than Pleyel? Who enjoyed a more universal reputation or a more absolute domination of the field of instrumental music? Over more than twenty years, there was no amateur or professional musician who did not delight in Pleyel's genius. ""Pleyel's fame even reached the then-remote musical regions of America. There was a Pleyel Society on the island of Nantucket off the coast of Massachusetts, and tunes by Pleyel made tunes by Pleyel's way into the then-popular shape note tunebooks. Pleyel's work is twice represented in the principal modern descendant of the then-popular shape note tunebooks, The Sacred Harp. "
"In his own time, Pleyel's reputation rested at least in part on the undemanding character of his music. A reviewer writing in the Morning Herald of London (1791) said that Pleyel ""is becoming even more popular than his master [Haydn], as his works are characterized less by the intricacies of science than the charm of simplicity and feeling."" In the mid 20th century, the harpsichord builder Wolfgang Zuckermann reminisced about playing Pleyel in his childhood in the 1930s: ""When I was ten years old, my family string quartet played a lot of Pleyel since it was the only thing easy enough to keep us going. My cello part consisted of unending stretches of quarter notes played on open strings."" Pleyel continues to be known today as a composer of didactic music. Generations of beginning violin and flute students, for example, learn to play the numerous duets he wrote for those instruments.
",26,"In Pleyel's's own time, Pleyel's's reputation rested at least in part on the undemanding character of Pleyel's's music. A reviewer writing in the Morning Herald of London (1791) said that Pleyel's ""is becoming even more popular than Pleyel's's master [Haydn], as Pleyel's's works are characterized less by the intricacies of science than the charm of simplicity and feeling."" In the mid 20th century, the harpsichord builder Wolfgang Zuckermann reminisced about playing Pleyel's in the harpsichord builder Wolfgang Zuckermann's childhood in the 1930s: ""When the harpsichord builder Wolfgang Zuckermann was ten years old, the harpsichord builder Wolfgang Zuckermann's family string quartet played a lot of Pleyel's since Pleyel's was the only thing easy enough to keep my family string quartet going. the harpsichord builder Wolfgang Zuckermann's cello part consisted of unending stretches of quarter notes played on open strings."" Pleyel's continues to be known today as a composer of didactic music. Generations of beginning violin and flute students, for example, learn to play the numerous duets Pleyel's wrote for violin and flute. "
"== Pleyel pianos and Salle Pleyel ==
",27,== Pleyel pianos and Salle Pleyel == 
"The piano firm Pleyel et Cie was founded by Ignace Pleyel and continued by Pleyel's son Camille (1788–1855), a piano virtuoso who became his father's business partner as of 1815. The firm provided pianos used by Frédéric Chopin, who considered Pleyel pianos to be «non plus ultra». It also ran a concert hall, the Salle Pleyel, in which Chopin performed his first—and also his last—Paris concerts. In September 2009 a replica of the 1830 model of Pleyel's piano was built by Paul McNulty which is now in the collection Fryderyk Chopin Institute in Warsaw and was used in the 1st International Chopin Competition on Period Instruments.
",28,"The piano firm Pleyel et Cie was founded by Ignace Pleyel and continued by Ignace Pleyel's son Camille (1788–1855), a piano virtuoso who became Ignace Pleyel's business partner as of 1815. The piano firm Pleyel et Cie provided pianos used by Frédéric Chopin, who considered The piano firm Pleyel et Cie pianos to be «non plus ultra». The piano firm Pleyel et Cie also ran a concert hall, the Salle Pleyel, in which Frédéric Chopin, who considered Pleyel pianos to be «non plus ultra» performed Frédéric Chopin, who considered Pleyel pianos to be «non plus ultra»'s first—and also Frédéric Chopin, who considered Pleyel pianos to be «non plus ultra»'s last—Paris concerts. In September 2009 a replica of the 1830 model of The piano firm Pleyel et Cie's piano was built by Paul McNulty which is now in the collection Fryderyk Chopin Institute in Warsaw and was used in the 1st International Chopin Competition on Period Instruments. "
"Yuan Sheng. Frederic Chopin. Ballades Nos 1-4/Impromptus Nos 1-4. Played on the 1845 Pleyel piano. Label: Piano Classics
",30,Yuan Sheng. Frederic Chopin. Ballades Nos 1-4/Impromptus Nos 1-4. Played on the 1845 Pleyel piano. Label: Piano Classics 
"Freddy Eichelberger. Beranger. Chansons. Pleyel 1845 piano. Early Piano series. CD 5. Label: Alpha Classics.
",31,Freddy Eichelberger. Beranger. Chansons. Pleyel 1845 piano. Early Piano series. CD 5. Label: Alpha Classics. 
"Ronald Brautigam. Felix Mendelssohn. Piano Concertos. Played on a copy of the 1830 Pleyel piano made by Paul McNulty. Label: Bis
",32,Ronald Brautigam. Felix Mendelssohn. Piano Concertos. Played on a copy of the 1830 Pleyel piano made by Paul McNulty. Label: Bis 
"Janusz Olejniczak Chopin evening around 1831 Pleyel.
",33,Janusz Olejniczak Chopin evening around 1831 Pleyel. 
"Alexei Lubimov. Chopin, Bach, Mozart, Beethoven: at Chopin’s home piano.  Played on the original 1843 upright Pleyel piano. Label: NIFCCD
",34,"Alexei Lubimov. Chopin, Bach, Mozart, Beethoven: at Chopin's home piano. Played on the original 1843 upright Pleyel piano. Label: NIFCCD "
"Dina Yoffe. Fryderyk Chopin. Piano Concertos No 1 & 2. Version for one piano.   Played on the 1848 Pleyel and the 1838 Erard pianos. Label: Fryderyk Chopin Institute
",35,Dina Yoffe. Fryderyk Chopin. Piano Concertos No 1 & 2. Version for one piano. Played on the 1848 Pleyel and the 1838 Erard pianos. Label: Fryderyk Chopin Institute 
"Viviana Sofronitsky, Sergei Istomin. Frederyk Chopin. Complete works for cello and piano.  Played on a copy of the 1830 Pleyel piano made in 2010 by Paul McNulty. Label: Passacaille
",36,"Viviana Sofronitsky, Sergei Istomin. Frederyk Chopin. Complete works for cello and piano. Played on a copy of the 1830 Pleyel piano made in 2010 by Paul McNulty. Label: Passacaille "
"Kevin Kenner. Fryderyk Chopin. 4 Impromptus. Played on the 1848 Pleyel piano. Label: Fryderyk Chopin Institute
",37,Kevin Kenner. Fryderyk Chopin. 4 Impromptus. Played on the 1848 Pleyel piano. Label: Fryderyk Chopin Institute 
"Patrick Schneyder. Franz Liszt. Mazeppa. Early piano series. CD 10. Played on Pleyel piano 1846. Label: Alpha Classics.
",38,Patrick Schneyder. Franz Liszt. Mazeppa. Early piano series. CD 10. Played on Pleyel piano 1846. Label: Alpha Classics. 
"Arthur Schoonderwoerd. Fryderyk Chopin. Mazurkas, Valses & other dances. Early Piano series. CD 7.  Played on Pleyel piano 1836. Label: Alpha Classics.
",39,"Arthur Schoonderwoerd. Fryderyk Chopin. Mazurkas, Valses & other dances. Early Piano series. CD 7. Played on Pleyel piano 1836. Label: Alpha Classics. "
"Tomasz Ritter. Fryderyk Chopin. Sonata in B Minor, Ballade in F minor, Polonaises, Mazurkas. Karol Kurpinski. Polonaise in D minor. Played on the 1842 Pleyel piano, the 1837 Erard piano and a copy of Buchholtz piano from ca 1825-1826 made by Paul McNulty. Label: Fryderyk Chopin Institute
",40,"Tomasz Ritter. Fryderyk Chopin. Sonata in B Minor, Ballade in F minor, Polonaises, Mazurkas. Karol Kurpinski. Polonaises in D minor. Played on the 1842 Pleyel piano, the 1837 Erard piano and a copy of Buchholtz piano from ca 1825-1826 made by Paul McNulty. Label: Fryderyk Chopin Institute "
