ori_text,paragraphIndex,coref_text
"Paderewski urged fellow Polish immigrants to join the Polish armed forces in France, and he pressed elbows with all the dignitaries and influential men whose salons he could enter. He spoke to Americans directly in public speeches and on the radio by appealing to them to remember the fate of his nation. He kept such a demanding schedule of public appearances, fundraisers, and meetings that he stopped musical touring altogether for a few years, instead dedicating himself to diplomatic activity. On the eve of the American entry into the war, in January 1917, US President Woodrow Wilson's main advisor, Colonel House, turned to Paderewski to prepare a memorandum on the Polish issue. Two weeks later, Wilson spoke before Congress and issued a challenge to the status quo: ""I take it for granted that statesmen everywhere are agreed that there should be a united, independent, autonomous Poland."" The establishment of ""New Poland"" became one of Wilson's famous Fourteen Points, the principles that Wilson followed during peace negotiations to end World War I. In April 1918, Paderewski met in New York City with leaders of the American Jewish Committee in an unsuccessful attempt to broker a deal in which organised Jewish groups would support Polish territorial ambitions, in exchange for support for equal rights. However, it soon became clear that no plan would satisfy both Jewish leaders and Roman Dmowski, the head of the Polish National Committee, who was strongly anti-Semitic. At the end of the war, with the fate of the city of Poznań and the whole region of Greater Poland (Wielkopolska) still undecided, Paderewski visited Poznań. With his public speech on 27 December 1918, the Polish inhabitants of the city began a military uprising against Germany, called the Greater Poland Uprising. Behind the scenes, Paderewski worked hard to get Dmowski and Józef Piłsudski to collaborate, but the latter came on top.
",12,"Paderewski urged fellow Polish immigrants to join the Polish armed forces in France, and Paderewski pressed elbows with all the dignitaries and influential men whose salons Paderewski could enter. Paderewski spoke to Americans directly in public speeches and on the radio by appealing to Americans to remember the fate of Paderewski's nation. Paderewski kept such a demanding schedule of public appearances, fundraisers, and meetings that Paderewski stopped musical touring altogether for a few years, instead dedicating Paderewski to diplomatic activity. On the eve of the American entry into the war, in January 1917, US President Woodrow Wilson's's main advisor, Colonel House, turned to Paderewski to prepare a memorandum on the Polish issue. Two weeks later, US President Woodrow Wilson's spoke before Congress and issued a challenge to the status quo: ""US President Woodrow Wilson's take it for granted that statesmen everywhere are agreed that there should be a united, independent, autonomous Poland."" The establishment of ""New Poland"" became one of US President Woodrow Wilson's's famous Fourteen Points, the principles that US President Woodrow Wilson's followed during peace negotiations to end the war In April 1918, Paderewski met in New York City with leaders of the American Jewish Committee in an unsuccessful attempt to broker a deal in which organised Jewish groups would support Polish territorial ambitions, in exchange for support for equal rights. However, it soon became clear that no plan would satisfy both Jewish leaders and Roman Dmowski, the head of the Polish National Committee, who was strongly anti-Semitic. At the end of the war, with the fate of the city of Poznań and the whole region of Greater Poland (Wielkopolska) still undecided, Paderewski visited the city of Poznań. With Paderewski's public speech on 27 December 1918, the Polish inhabitants of the city of Poznań began a military uprising against Germany, called the Greater Poland Uprising. Behind the scenes, Paderewski worked hard to get Roman Dmowski, the head of the Polish National Committee, who was strongly anti-Semitic and Józef Piłsudski to collaborate, but Józef Piłsudski came on top. "
"In 1919, in the newly independent Poland, Piłsudski, who was the Chief of State, appointed Paderewski as the Prime Minister of Poland and the Minister of Foreign Affairs of Poland (January 1919 – December 1919). He and Dmowski represented Poland at the 1919 Paris Peace Conference and dealt with issues regarding territorial claims and minority rights. He signed the Treaty of Versailles, which recognized Polish independence won after World War I, and the subsequent Soviet invasion was halted.
",13,"In 1919, in the newly independent Poland, Piłsudski, who was the Chief of State, appointed Paderewski as the Prime Minister of the newly independent Poland and the Minister of Foreign Affairs of the newly independent Poland (January 1919 – December 1919). Piłsudski, who was the Chief of State and Dmowski represented the newly independent Poland at the 1919 Paris Peace Conference and dealt with issues regarding territorial claims and minority rights. Paderewski signed the Treaty of Versailles, which recognized Polish independence won after World War I, and the subsequent Soviet invasion was halted. "
"Paderewski's government achieved remarkable milestones in just ten months: democratic elections to Parliament, ratification of the Treaty of Versailles, passage of the treaty on protection of ethnic minorities in the new state and the establishment of a public education system. It also tackled border disputes, unemployment, ethnic and social strife, the outbreak of epidemics and averted the looming famine after the devastation of war. After the elections, Paderewski resigned as prime minister but continued to represent Poland abroad at international conferences and at the League of Nations. Thanks to his diplomatic skills (he was the only delegate who was not assigned a translator since he was fluent in seven languages) and great personal esteem, Poland was able to negotiate thorny issues with its Ukrainian and German neighbours and gain international respect in the process.
",14,"Paderewski's's government achieved remarkable milestones in just ten months: democratic elections to Parliament, ratification of the Treaty of Versailles, passage of the treaty on protection of ethnic minorities in the new state and the establishment of a public education system. Paderewski's government also tackled border disputes, unemployment, ethnic and social strife, the outbreak of epidemics and averted the looming famine after the devastation of war. After democratic elections to Parliament, Paderewski's resigned as prime minister but continued to represent Poland abroad at international conferences and at the League of Nations. Thanks to Paderewski's's diplomatic skills (Paderewski's was the only delegate who was not assigned a translator since Paderewski's was fluent in seven languages) and great personal esteem, Poland was able to negotiate thorny issues with Poland's Ukrainian and German neighbours and gain international respect in the process. "
"In 1922, Paderewski retired from politics and returned to his musical life. His first concert after a long break, held at Carnegie Hall, was a significant success. He also filled Madison Square Garden (20,000 seats) and toured the United States in a private railway car.
",16,"In 1922, Paderewski retired from politics and returned to Paderewski's musical life. Paderewski's first concert after a long break, held at Carnegie Hall, was a significant success. Paderewski also filled Madison Square Garden (20,000 seats) and toured the United States in a private railway car. "
"In 1897, Paderewski had bought the manor house of the former Duchess of Otrante near Morges, Switzerland, where he rested between concert tours. After Piłsudski's coup d'état in 1926, Paderewski became an active member of the opposition to Sanacja rule. In 1936, two years after his second wife's death at their Swiss home, a coalition of members of the opposition met in the mansion and was nicknamed the Front Morges after the village.
",17,"In 1897, Paderewski had bought the manor house of the former Duchess of Otrante near Morges, Switzerland, where Paderewski rested between concert tours. After Piłsudski's coup d'état in 1926, Paderewski became an active member of the opposition to Sanacja rule. In 1936, two years after Paderewski's second wife's death at the manor house of the former Duchess of Otrante near Morges, Switzerland, where he rested between concert tours, a coalition of members of the opposition met in the manor house of the former Duchess of Otrante near Morges, Switzerland, where he rested between concert tours and was nicknamed the Front Morges after the village. "
"By 1936, Paderewski agreed to appear in a film that presented his talent and art. Although the proposal had come while the mourning Paderewski avoided public appearances, the film project went ahead. It became notable, primarily, for its rare footage of his piano performance. The exiled German-born director Lothar Mendes directed the feature, which was released in Britain as Moonlight Sonata in 1937 and re-titled The Charmer for US distribution in 1943. In November 1937, Paderewski agreed to take on one last piano student. The musician was Witold Małcużyński, who had won third place at the International Chopin Piano Competition.
",18,"By 1936, Paderewski the proposal to appear in a film that presented Paderewski's talent and art. Although the proposal had come while Paderewski avoided public appearances, a film that presented his talent and art went ahead. a film that presented his talent and art became notable, primarily, for a film that presented his talent and art's rare footage of Paderewski's piano performance. The exiled German-born director Lothar Mendes directed the feature, which was released in Britain as Moonlight Sonata in 1937 and re-titled The Charmer for US distribution in 1943. In November 1937, Paderewski agreed to take on one last piano student. one last piano student was Witold Małcużyński, who had won third place at the International Chopin Piano Competition. "
"After the Polish Defensive War in 1939, Paderewski returned to public life. In 1940, he became the head of the National Council of Poland, a Polish sejm (parliament) in exile in London. He again turned to America for help and spoke to its people directly over the radio, the most popular medium at the time; the broadcast was carried by over 100 radio stations in the United States and Canada. In late 1940, he spent a couple of weeks in Portugal, before returning to the United States. He stayed in Estoril, at the Hotel Palácio, between 8 October and 27 October 1940. Afterwards, he crossed the Atlantic again to advocate in person for European aid and to defeat Nazism. In 1941, Paderewski witnessed a touching tribute to his artistry and humanitarianism as US cities celebrated the 50th anniversary of his first American tour by putting on a Paderewski Week, with over 6000 concerts in his honour. The 80-year-old artist also restarted his Polish Relief Fund and gave several concerts to gather money for it. However, his mind was not what it had once been, and scheduled again to play Madison Square Garden, he refused to appear and insisted that he had already played the concert; he was presumably remembering the concert he had played there in the 1920s.
",20,"After the Polish Defensive War in 1939, Paderewski returned to public life. In 1940, Paderewski became the head of the National Council of Poland, a Polish sejm (parliament) in exile in London. Paderewski again turned to America for help and spoke to America's people directly over the radio, the most popular medium at the time; the broadcast was carried by over 100 radio stations in America and Canada. In late 1940, Paderewski spent a couple of weeks in Portugal, before returning to America. Paderewski stayed in Estoril, at the Hotel Palácio, between 8 October and 27 October 1940. Afterwards, Paderewski crossed the Atlantic again to advocate in person for European aid and to defeat Nazism. In 1941, Paderewski witnessed a touching tribute to Paderewski's artistry and humanitarianism as US cities celebrated the 50th anniversary of Paderewski's first American tour by putting on a Paderewski Week, with over 6000 concerts in Paderewski's honour. Paderewski also restarted Paderewski's Polish Relief Fund and gave several concerts to gather money for his Polish Relief Fund. However, Paderewski's mind was not what his mind had once been, and scheduled again to play Madison Square Garden, Paderewski refused to appear and insisted that Paderewski had already played the concert; Paderewski was presumably remembering the concert Paderewski had played there in the 1920s. "
"Paderewski fell ill on tour on 27 June 1941. Sylwin Strakacz bypassed his secretary and other tour personnel to summon physicians, who diagnosed pneumonia. Despite signs of improving health and recovery, Paderewski died in New York at 11:00 p.m., 29 June, at 80. He was temporarily laid in repose in the crypt of the USS Maine Mast Memorial at Arlington National Cemetery, in Arlington, Virginia, near Washington, DC, despite anecdotal accounts that he wished to be buried near his second wife and son in France. In 1992, after the end of communism in Poland, his remains were transferred to Warsaw and placed in St. John's Archcathedral. His heart is encased in a bronze sculpture in the National Shrine of Our Lady of Czestochowa near Doylestown, Pennsylvania. In early 1941, the music publisher Boosey & Hawkes had commissioned 17 prominent composers to contribute a solo piano piece each for an album to commemorate the 50th anniversary of Paderewski's American debut in 1891. It became a posthumous tribute to Paderewski's entire life and work, Homage to Paderewski (1942). Also, Helena Paderewska had prepared a memoir of her husband's political activities between 1910 and 1920, whose typescript was not published in either of their lifetimes but was discovered by an archivist at the Hoover Institution in 2015 and then published.
",22,"Paderewski fell ill on tour on 27 June 1941. Sylwin Strakacz bypassed Sylwin Strakacz's secretary and other tour personnel to summon physicians, who diagnosed pneumonia. Despite signs of improving health and recovery, Paderewski died in New York at 11:00 p.m., 29 June, at 80. Paderewski was temporarily laid in repose in the crypt of the USS Maine Mast Memorial at Arlington National Cemetery, in Arlington, Virginia, near Washington, DC, despite anecdotal accounts that Paderewski wished to be buried near Paderewski's second wife and son in France. In 1992, after the end of communism in Poland, Paderewski's remains were transferred to Warsaw and placed in St. John's Archcathedral. Paderewski's heart is encased in a bronze sculpture in the National Shrine of Our Lady of Czestochowa near Doylestown, Pennsylvania. In early 1941, the music publisher Boosey & Hawkes had commissioned 17 prominent composers to contribute a solo piano piece each for an album to commemorate the 50th anniversary of Paderewski's American debut in 1891. an album to commemorate the 50th anniversary of Paderewski's American debut in 1891 became a posthumous tribute to Paderewski's entire life and work, Homage to Paderewski (1942). Also, his second wife had prepared a memoir of his second wife's husband's political activities between 1910 and 1920, whose typescript was not published in either of their lifetimes but was discovered by an archivist at the Hoover Institution in 2015 and then published. "
"=== Museum displays ===
",23,=== Museum displays = = = 
"The Polish Museum of America in Chicago received a donation of his personal possessions after his death in June 1941. Both Ignacy Paderewski and his sister, Antonina Paderewska Wilkonska were enthusiastic supporters and generous sponsors of the Museum. Antonina, executor of Ignacy's will, decided to donate the personal possessions to the Museum, as well as artifacts from his apartment in New York. The space was officially opened on 3 November 1941. Another museum in his honour exists at Morges, Switzerland, although Paderewski's mansion was razed in 1965.
",24,"The Polish Museum of America in Chicago received a donation of Ignacy Paderewski's personal possessions after Ignacy Paderewski's death in June 1941. Both Ignacy Paderewski and Ignacy Paderewski's sister, Antonina Paderewska Wilkonska were enthusiastic supporters and generous sponsors of The Polish Museum of America in Chicago. Antonina, executor of Ignacy Paderewski's will, decided to donate his personal possessions to The Polish Museum of America in Chicago, as well as artifacts from Ignacy Paderewski's apartment in New York. The space was officially opened on 3 November 1941. Another museum in Ignacy Paderewski's honour exists at Morges, Switzerland, although Ignacy Paderewski's mansion was razed in 1965. "
"=== Memorials and tributes ===
",25,=== Memorials and tributes === 
"In 1948, the Ignacy Paderewski Foundation was established in New York City, on the initiative of the Polish community there with the goal of promoting Polish culture in the United States. Two other Polish-American organizations are also named in his honour and are dedicated to promoting the legacy of the maestro: the Paderewski Association in Chicago as well as the Paderewski Music Society in Southern California.
",26,"In 1948, the Ignacy Paderewski Foundation was established in New York City, on the initiative of the Polish community there with the goal of promoting Polish culture in the United States. Two other Polish-American organizations are also named in the maestro's honour and are dedicated to promoting the legacy of the maestro: the Paderewski Association in Chicago as well as the Paderewski Music Society in Southern California. "
