ori_text,paragraphIndex,coref_text
"1832 – Symphony No. 3 in E minor
",13,1832 – Symphony No. 3 in E minor 
"1832 – Overture in E-flat (fp. Royal Academy of Music, London, 26 June 1833)
",14,"1832 – Overture in E-flat (fp. Royal Academy of Music, London, 26 June 1833) "
"1833 – Symphony No. 4 in F minor (fp. Society of British Musicians, London, 27 October 1834)
",15,"1833 – Symphony No. 4 in F minor (fp. Society of British Musicians, London, 27 October 1834) "
"1833 – Symphony No. 5 in A minor
",16,1833 – Symphony No. 5 in A minor 
"1834 – The Merchant of Venice, overture (fp. Society of British Musicians, London, October 1835)
",17,"1834 – The Merchant of Venice, overture (fp. Society of British Musicians, London, October 1835) "
"1835 – Piano Concerto in C minor (fp. Society of British Musicians, London, 2 November 1835)
",18,"1835 – Piano Concerto in C minor (fp. Society of British Musicians, London, 2 November 1835) "
"1835 _ Concerto for Two Pianos in C major (jointly as a student with William Sterndale Bennett)
",19,1835 _ Concerto for Two Pianos in C major (jointly as a student with William Sterndale Bennett) 
"1836 – Symphony No. 6 in B-flat
",20,1836 – Symphony No. 6 in B-flat 
"1836 – Romeo and Juliet, overture
",21,"1836 – Romeo and Juliet, overture "
"1836 – Concertino in A, for cello and orchestra
",22,"1836 – Concertino in A, for cello and orchestra "
"1836 – ""Chevy Chace"", overture (fp. Society of British Musicians, London, 7 January 1838)
",23,"1836 – ""Chevy Chace"", overture (fp. Society of British Musicians, London, 7 January 1838) "
"1839–40 – Symphony No. 7 in C-sharp minor (fp. Philharmonic Society, London, 9 June 1845)
",24,"1839–40 – Symphony No. 7 in C-sharp minor (fp. Philharmonic Society, London, 9 June 1845) "
"1842 – Don Carlos, overture
",25,"1842 – Don Carlos, overture "
"1845 – Symphony No. 8 in D
",26,1845 – Symphony No. 8 in D 
"1856 – Hamlet, overture (fp. New Philharmonic Society, London, 23 April 1856)
",27,"1856 – Hamlet, overture (fp. New Philharmonic Society, London, 23 April 1856) "
"1863 – Flute Concerto in G (fp. Hanover Square Rooms, London, 24 February 1864)
",28,"1863 – Flute Concerto in G (fp. Hanover Square Rooms, London, 24 February 1864) "
"1873 – Violin Concerto in G minor (fp. Philharmonic Society, London, 12 May 1873)
",29,"1873 – Violin Concerto in G minor (fp. Philharmonic Society, London, 12 May 1873) "
"1874 – Symphony No. 9 in E minor (fp. British Orchestral Society, London, 26 March 1874)
",30,"1874 – Symphony No. 9 in E minor (fp. British Orchestral Society, London, 26 March 1874) "
"1874 – Festival Overture (fp. Liverpool Festival, 1874)
",31,"1874 – Festival Overture (fp. Liverpool Festival, 1874) "
"1875 – Idyll in Memory of Sterndale Bennett (fp. Philharmonic Society, London, 5 July 1875)
",32,"1875 – Idyll in Memory of Sterndale Bennett (fp. Philharmonic Society, London, 5 July 1875) "
"1853 – Lenora, cantata (fp. Exeter Hall, London, 25 April 1853)
",34,"1853 – Lenora, cantata (fp. Exeter Hall, London, 25 April 1853) "
"1856 – May Day, cantata (fp. Bradford Festival, 28 August 1856)
",35,"1856 – May Day, cantata (fp. Bradford Festival, 28 August 1856) "
"1860 – Christmas, cantata (fp. Musical Society of London, 9 May 1860)
",36,"1860 – Christmas, cantata (fp. Musical Society of London, 9 May 1860) "
"1868 – Songs in a Cornfield, cantata (fp. London, 1868)
",37,"1868 – Songs in a Cornfield, cantata (fp. London, 1868) "
"1872 – Outward Bound, cantata (fp. Norwich Festival, 1872)
",38,"1872 – Outward Bound, cantata (fp. Norwich Festival, 1872) "
"1873 – St John the Baptist, oratorio (fp. Bristol Festival, 23 October 1873)
",39,"1873 – St John the Baptist, oratorio (fp. Bristol Festival, 23 October 1873) "
"1876 – The Resurrection, oratorio (fp. Birmingham Festival, 30 August 1876)
",40,"1876 – The Resurrection, oratorio (fp. Birmingham Festival, 30 August 1876) "
"1876 – The Lady of the Lake, cantata (fp. Glasgow Choral Union, 15 November 1877)
",41,"1876 – The Lady of the Lake, cantata (fp. Glasgow Choral Union, 15 November 1877) "
"1877 – Joseph, oratorio (fp. Leeds Festival, 21 September 1877)
",42,"1877 – Joseph, oratorio (fp. Leeds Festival, 21 September 1877) "
"1883 – King David, oratorio (fp. Leeds Festival, 12 October 1883)
",43,"1883 – King David, oratorio (fp. Leeds Festival, 12 October 1883) "
"1884 – St George's Te Deum (fp. Crystal Palace, London, 23 April 1884)
",44,"1884 – St George's Te Deum (fp. Crystal Palace, London, 23 April 1884) "
"1887 – Around the Hearth, cantata (fp. Royal Academy of Music, London, 1887)
",45,"1887 – Around the Hearth, cantata (fp. Royal Academy of Music, London, 1887) "
"1831 – Mrs G, farce (fp. Queen's Theatre, London, 1831)
",47,"1831 – Mrs G, farce (fp. Queen's Theatre, London, 1831) "
"1832 – Genevieve; or,The Maid of Switzerland, operetta (fp. Queen's Theatre, London, 1832)
",48,"1832 – Genevieve; or,The Maid of Switzerland, operetta (fp. Queen's Theatre, London, 1832) "
"1833 – The Prince of Modena, opera [unperformed]
",49,"1833 – The Prince of Modena, opera [unperformed] "
"1834 – Caractacus, opera [unperformed]
",50,"1834 – Caractacus, opera [unperformed] "
"1835 – Old Oak Tree, farce (fp. Lyceum Theatre, London)
",51,"1835 – Old Oak Tree, farce (fp. Lyceum Theatre, London) "
"1835 – I and My Double, farce (fp. Lyceum Theatre, London, 16 June 1835)
",52,"1835 – I and My Double, farce (fp. Lyceum Theatre, London, 16 June 1835) "
"1836 – If the Cap Fit Ye, Wear It, farce
",53,"1836 – If the Cap Fit Ye, Wear the Cap, farce "
"1836 – Innocent Sins; or, Peccadilloes, operetta (fp. Coburg Theatre, London, August 1836)
",54,"1836 – Innocent Sins; or, Peccadilloes, operetta (fp. Coburg Theatre, London, August 1836) "
"1837–38 – El Malhechor, opera [unperformed]
",55,"1837–38 – El Malhechor, opera [unperformed] "
"1838 – The Devil's Opera, opera (fp. Lyceum Theatre, London, 13 August 1838)
",56,"1838 – The Devil's Opera, opera (fp. Lyceum Theatre, London, 13 August 1838) "
"1839 – Love Among the Roses, romance
",57,"1839 – Love Among the Roses, romance "
"1839 – Agnes Bernauer, the Maid of Augsburg, romance (fp. Covent Garden Theatre, London, 20 April 1839)
",58,"1839 – Agnes Bernauer, the Maid of Augsburg, romance (fp. Covent Garden Theatre, London, 20 April 1839) "
"1840 – An Emblematic Tribute on the Queen's Marriage, masque (fp. Drury Lane Theatre, London, 10 February 1840)
",59,"1840 – An Emblematic Tribute on the Queen's Marriage, masque (fp. Drury Lane Theatre, London, 10 February 1840) "
"1840–41 – An Adventure of Don Quixote, opera (fp. Drury Lane Theatre, London, 3 February 1846)
",60,"1840–41 – An Adventure of Don Quixote, opera (fp. Drury Lane Theatre, London, 3 February 1846) "
"1847–48 – King Charles II, opera (fp. Princess's Theatre, London, 27 October 1849)
",61,"1847–48 – King Charles II, opera (fp. Princess's Theatre, London, 27 October 1849) "
"c.1850 – Allan of Aberfeldy, opera [unperformed]
",62,"c.1850 – Allan of Aberfeldy, opera [unperformed] "
"1850 – The Sleeper Awakened, serenata (fp. Her Majesty's Theatre, London, 15 November 1850)
",63,"1850 – The Sleeper Awakened, serenata (fp. Her Majesty's Theatre, London, 15 November 1850) "
"1860 – Robin Hood, opera (fp. Her Majesty's Theatre, London, 11 October 1860)
",64,"1860 – Robin Hood, opera (fp. Her Majesty's Theatre, London, 11 October 1860) "
"1863 – Freya's Gift, allegorical masque (fp. Covent Garden Theatre, London, 10 March 1863)
",65,"1863 – Freya's Gift, allegorical masque (fp. Covent Garden Theatre, London, 10 March 1863) "
"1863 – Jessie Lea, opera di camera (fp. Gallery of Illustration, London, 2 November 1863)
",66,"1863 – Jessie Lea, opera di camera (fp. Gallery of Illustration, London, 2 November 1863) "
"1863–64 – She Stoops to Conquer, opera (fp. Covent Garden Theatre, London, 11 February 1864)
",67,"1863–64 – She Stoops to Conquer, opera (fp. Covent Garden Theatre, London, 11 February 1864) "
"1864 – The Soldier's Legacy, opera di camera (fp. Gallery of Illustration, London, 10 July 1864)
",68,"1864 – The Soldier's Legacy, opera di camera (fp. Gallery of Illustration, London, 10 July 1864) "
"1864 – Helvellyn, opera (fp. Covent Garden Theatre, London, 3 November 1864)
",69,"1864 – Helvellyn, opera (fp. Covent Garden Theatre, London, 3 November 1864) "
"1880 – Kenilworth, opera [unperformed]
",70,"1880 – Kenilworth, opera [unperformed] "
"1834 – String Quartet No 1 in G minor
",72,1834 – String Quartet No 1 in G minor 
"1840 – String Quartet No 2 in F major, Op. 54 (published Leipzig, 1846) 
",73,"1840 – String Quartet No 2 in F major, Op. 54 (published Leipzig, 1846) "
"1842 – String Quartet No 3 in A major
",74,1842 – String Quartet No 3 in A major 
"1843-4 – Piano Quintet in G minor
",75,1843-4 – Piano Quintet in G minor 
"1852 – String Quartet in G minor
",76,1852 – String Quartet in G minor 
"1857 – Violin Sonata in E minor
",77,1857 – Violin Sonata in E minor 
"1878 – String Quartet in G major
",78,1878 – String Quartet in G major 
"1880 – Piano Trio in A minor for flute, cello and piano
",79,"1880 – Piano Trio in A minor for flute, cello and piano "
"18?? – Religious March in E-flat major
",81,18?? – Religious March in E-flat major 
"1842 – Piano Sonata No 1 in E-flat major (revised 1887)
",83,1842 – Piano Sonata No 1 in E-flat major (revised 1887) 
"1845 – Piano Sonata No 2 in A ‘Ma cousine’
",84,1845 – Piano Sonata No 2 in A ‘Ma cousine’ 
"1880 – Piano Sonata No 3 in G
",85,1880 – Piano Sonata No 3 in G 
"1882 – Ajax (fp. Cambridge University, November 1882)
",87,"1882 – Ajax (fp. Cambridge University, November 1882) "
"During his lifetime, Macfarren's music met with a mixed reception; ""his views were often considered dogmatic and reactionary, but, unlike Grove, his theoretical and analytical expertise was indisputable."". One contemporary called Macfarren ""essentially a musical grammarian, engaged all his life long in settling the doctrine of the enclitic de."" Those who thought highly of his work praised its originality and its tastefulness. According to a contemporary commentator, Macfarren ""had great originality of thought and, as a composer, would probably have had still greater success if his early composition studies had been formed on the more modern lines to which he afterwards became so devotedly attached."" Salome's dance in St John the Baptist was praised for its avoidance of the salacious: ""The whole of the scene is very cleverly worked out, and the composer has avoided anything inappropriate in the music descriptive of the dance, that might be considered out of place in an oratorio."" Others, however, criticized the oratorio, arguing that ""with all its very great and solid merit, can be said to be original in style only in virtue of the logical results of certain theories of harmony held by its composer."" By the early twentieth century, Macfarren's works were no longer performed, a fact which the Worshipful Company of Musicians attributed to a lack of genius on Macfarren's part: ""Never was more earnest composer, more prolific writer; never did man strive more zealously for the art of his country; yet Heaven had endowed him only with talent and not genius.""Modern commentators generally consider Macfarren to be ""the most eminent representative"" of conservatism in orchestration. His Ajax has been called ""professionally composed if uninspiring"" and his writing for trumpet singled out as ""conventional ... although he does make liberal use of the out-of-tune harmonics, especially b [flat]', he rarely uses notes outside the harmonic series and rarely writes the first trumpet part above the first treble staff."" Macfarren's music is ""capable of graceful lyricism, [but] what may be a desire to avoid cliches in the songs leads him at times to an unexpected angularity of line that seems more awkward than fresh. However, Macfarren's St John the Baptist has been praised as ""an original and imaginative piece in which the shadow of Mendelssohn, so prominent since the appearance of Elijah in 1846, is only occasionally perceptible.""
",89,"During Macfarren's's lifetime, Macfarren's's music met with a mixed reception; ""Macfarren's's views were often considered dogmatic and reactionary, but, unlike Grove, Macfarren's's theoretical and analytical expertise was indisputable."". One contemporary called Macfarren's ""essentially a musical grammarian, engaged all Macfarren's's life long in settling the doctrine of the enclitic de."" Those who thought highly of Macfarren's's work praised his work's originality and his work's tastefulness. According to a contemporary commentator, Macfarren's ""had great originality of thought and, as a composer, would probably have had still greater success if Macfarren's's early composition studies had been formed on the more modern lines to which Macfarren's afterwards became so devotedly attached."" Salome's dance in St John the Baptist was praised for Salome's dance in St John the Baptist's avoidance of the salacious: ""The whole of the scene is very cleverly worked out, and the composer has avoided anything inappropriate in the music descriptive of Salome's dance in St John the Baptist, that might be considered out of place in an oratorio."" Others, however, criticized the oratorio, arguing that ""with all the oratorio's very great and solid merit, can be said to be original in style only in virtue of the logical results of certain theories of harmony held by the oratorio's composer."" By the early twentieth century, Macfarren's's works were no longer performed, a fact which the Worshipful Company of Musicians attributed to a lack of genius on Macfarren's's part: ""Never was more earnest composer, more prolific writer; never did man strive more zealously for the art of man's country; yet Heaven had endowed man only with talent and not genius. ""Modern commentators generally consider Macfarren's to be ""the most eminent representative"" of conservatism in orchestration. Macfarren's's Ajax has been called ""professionally composed if uninspiring"" and Macfarren's's writing for trumpet singled out as ""conventional ... although Macfarren's does make liberal use of the out-of-tune harmonics, especially b [flat]', Macfarren's rarely uses notes outside the harmonic series and rarely writes the first trumpet part above the first treble staff."" Macfarren's's music is ""capable of graceful lyricism, [but] what may be a desire to avoid cliches in the songs leads Macfarren's at times to an unexpected angularity of line that seems more awkward than fresh. However, Macfarren's's St John the Baptist has been praised as ""an original and imaginative piece in which the shadow of Mendelssohn, so prominent since the appearance of Elijah in 1846, is only occasionally perceptible."" "
