ori_text,paragraphIndex,coref_text
"Betzwieser comments that despite of many deficiencies in the librettos of his early operas, Herold's talent for music drama was clear from the outset, and that he advanced the genre of opéra comique with his colourful and varied orchestration, and his gift for smooth transition between the spoken and sung sections of his works. In a 1904 survey of Hérold's work, Chouqet praised La Clochette for its abundance of new and fresh ideas, its stagecraft and original instrumentation. He added that although its immediate successors showed the composer's industry and fertility, operas like Le premier venu (1818), Les Troqueurs (1819), L' Amour platonique (1819), and L'Auteur mort et vivant (1820) had ""librettos that were neither interesting nor adapted for music"" . Le Muletier (1823), however, is ""full of life and colour, and assured his reputation"". Chouqet adds that after the success of the lively Le Muletier it is puzzling that a man of Hérold's literary tastes and culture should have chosen to set dramas ""so tame and uninteresting as L'asthenie (1823), and Le Lapin blanc (1825)"": he concludes that Hérold's urge to compose led him to accept any libretto offered to him. By the time of the comedy Marie (1826) Hérold was incorporating elements of both Rossini's and Beethoven's musical language. In Betzwieser's view Marie represents ""a crucial turning point in Herold's writing"", and the poet Gérard de Nerval described the work as the ""golden link"" between Hérold's early operas and the later masterpieces Zampa and Le Pré aux clercs.
",16,"Betzwieser comments that despite of many deficiencies in the librettos of Herold's's early operas, Herold's's talent for music drama was clear from the outset, and that Herold's advanced the genre of opéra comique with Herold's's colourful and varied orchestration, and Herold's's gift for smooth transition between the spoken and sung sections of Herold's's works. In a 1904 survey of Herold's's work, Chouqet praised La Clochette for La Clochette's abundance of new and fresh ideas, La Clochette's stagecraft and original instrumentation. Chouqet added that although La Clochette's immediate successors showed Herold's's industry and fertility, operas like Le premier venu (1818), Les Troqueurs (1819), L' Amour platonique (1819), and L'Auteur mort et vivant (1820) had ""librettos that were neither interesting nor adapted for music"" . Le Muletier (1823), however, is ""full of life and colour, and assured Herold's's reputation"". Chouqet adds that after the success of Le Muletier (1823) it is puzzling that a man of Herold's's literary tastes and culture should have chosen to set dramas ""so tame and uninteresting as L'asthenie (1823), and Le Lapin blanc (1825)"": Chouqet concludes that Herold's's urge to compose led Herold's to accept any libretto offered to Herold's. By the time of the comedy Marie (1826) Herold's was incorporating elements of both Rossini's and Beethoven's musical language. In Betzwieser's view the comedy Marie (1826) represents ""a crucial turning point in Herold's's writing"", and the poet Gérard de Nerval described the comedy Marie (1826) as the ""golden link"" between Herold's's early operas and the later masterpieces Zampa and Le Pré aux clercs. "
"For Zampa, a variant of the Don Juan story – with a female statue rather than a male one bringing nemesis to the antihero – Hérold wrote an overture that contains five different themes related to the action and score of the opera. In the three acts of Zampa Herold, in Betzwieser's view, shows particular skill in differentiating between the traditional numbers of opéra comique, ""from the solo numbers (ballade, barcarole, chanson etc.), used to illustrate the various characters, to the large-scale finales, notable for their skilful variation and the building of a dramatic climax"". Berlioz found things to praise in Zampa but thought Hérold lacked a style of his own, yet was neither Italian, nor French, nor German: ""His music strongly resembles those industrial products made in Paris according to processes invented elsewhere and slightly modified; it is Parisian music"", which, Berlioz thought, was why the Parisian middle classes loved it. But Betzwieser observes that Zampa's Romantic features made it highly successful outside France, and writing in Grove's Dictionary of Music and Musicians the British critic Elizabeth Forbes commented in 1992, ""All the music is perfectly suited to its subject, while the portions devoted to Zampa and the statue are highly dramatic as well as melodious"". Forbes writes that Le Pré aux clerks is acknowledged by composers and musicians as one of the finest of its period. The story covers similar ground to Meyerbeer's Les Huguenots, but in an intimate, more personal way. Forbes finds the score ""a chain of fine numbers, extremely melodious and pretty, but also dramatically well suited to the various characters"", with a balance between comedy and romance. In a 2016 analysis of the score, Gérard Condé writes, ""Though doubtless derivative in certain respects, the score of Le Pré aux clercs went on to serve as a recipe book for the next half-century: Lecocq, Offenbach, Varney, Audran and even Bizet consulted it with profit, each to his own ends"". In the overture Hérold does not use themes from the opera, but ranges from an opening fugue to a quick march. Wagner and Smetana both knew the opera well, and in another 2016 analysis, Damien Colas writes that echoes of Le Pré aux clercs may be found in the former's Das Liebesverbot (1836) and the latter's The Bartered Bride (1866). In The Oxford Companion to Music (2011) Sarah Hibberd writes, ""the power of Le Pré aux clercs in particular suggests that [Hérold] might have fulfilled his ambition to compose a grand opéra had he lived"".
",17,"For Zampa, a variant of the Don Juan story – with a female statue rather than a male one bringing nemesis to the antihero – Hérold wrote an overture that contains five different themes related to the action and score of the opera. In the three acts of Zampa Herold, in Betzwieser's's view, shows particular skill in differentiating between the traditional numbers of opéra comique, ""from the solo numbers (ballade, barcarole, chanson etc.), used to illustrate the various characters, to the large-scale finales, notable for the large-scale finales, notable for their skilful variation and the building of a dramatic climax's skilful variation and the building of a dramatic climax"". Berlioz found things to praise in Zampa but thought Hérold lacked a style of Hérold's own, yet was neither Italian, nor French, nor German: ""Hérold's music strongly resembles those industrial products made in Paris according to processes invented elsewhere and slightly modified; His music is Parisian music"", which, Berlioz thought, was why the Parisian middle classes loved Zampa. But Betzwieser's observes that Zampa's Romantic features made Zampa highly successful outside France, and writing in Grove's Dictionary of Music and Musicians the British critic Elizabeth Forbes commented in 1992, ""All the music is perfectly suited to Zampa's subject, while the portions devoted to Zampa and the statue are highly dramatic as well as melodious"". the British critic Elizabeth Forbes writes that the opera is acknowledged by composers and musicians as one of the finest of the opera's period. The story covers similar ground to Meyerbeer's Les Huguenots, but in an intimate, more personal way. the British critic Elizabeth Forbes finds the score ""a chain of fine numbers, extremely melodious and pretty, but also dramatically well suited to the various characters"", with a balance between comedy and romance. In a 2016 analysis of the score, Gérard Condé writes, ""Though doubtless derivative in certain respects, the score of the opera went on to serve as a recipe book for the next half-century: Lecocq, Offenbach, Varney, Audran and even Bizet consulted the score with profit, each to his own ends"". In the overture Hérold does not use themes from the opera, but ranges from an opening fugue to a quick march. Wagner and Smetana both knew the opera well, and in another 2016 analysis, Damien Colas writes that echoes of Le Pré aux clercs may be found in Wagner's Das Liebesverbot (1836) and Wagner's The Bartered Bride (1866). In The Oxford Companion to Music (2011) Sarah Hibberd writes, ""the power of Le Pré aux clercs in particular suggests that [Hérold] might have fulfilled Hérold's ambition to compose a grand opéra had Hérold lived"". "
"Source: Arthur Pougin Herold.
",20,Source: Arthur Pougin Herold. 
"La Duchesse de la Vallièr, cantata
",25,"La Duchesse de la Vallièr, cantata "
"Regrets des Braves, stances sur la mort de le duc de Berry
",26,"Regrets des Braves, stances sur la mort de le duc de Berry "
"Les Grandes Journées, chant national
",27,"Les Grandes Journées, chant national "
"Hymne aux Morts de Juillet
",28,Hymne aux Morts de Juillet 
"Le Chasseur des montagnes, romance
",29,"Le Chasseur des montagnes, romance "
"==== Instrumental music ====
",32,==== Instrumental music == == 
"Air varié for bassoon, with two violons, viola, double bass, two clarinets and two horns
",34,"Air varié for bassoon, with two violons, viola, double bass, two clarinets and two horns "
"Trio concertant for two bassoons and horn
",35,Trio concertant for two bassoons and horn 
"== Notes, references and sources ==
",36,"== Notes, references and sources == "
"Choquet, Gustave (1904). ""Hérold, Louis Joseph Ferdinand"". Grove's Dictionary of Music and Musicians. Vol. II (second ed.). London: Macmillan. OCLC 872326042.
",40,"Choquet, Gustave (1904). ""Hérold, Louis Joseph Ferdinand"". Grove's Dictionary of Music and Musicians. Vol. II (second ed.). London: Macmillan. OCLC 872326042. "
"Clive, H. P. (1997). Schubert and his World: A Biographical Dictionary. Oxford and New York: Oxford University Press. ISBN 978-0-19-816582-8.
",41,"Clive, H. P. (1997). Schubert and his World: A Biographical Dictionary. Oxford and New York: Oxford University Press. ISBN 978-0-19-816582-8. "
"Colas, Damien (2016). ""A popular and sophisticated comedy"". Louis-Ferdinand Hérold: 'Le Pré aux clercs'. Venice: Centre de musique romantique française. ISBN 978-84-608-9224-3.
",42,"Colas, Damien (2016). ""A popular and sophisticated comedy"". Louis-Ferdinand Hérold: 'Le Pré aux clercs'. Venice: Centre de musique romantique française. ISBN 978-84-608-9224-3. "
"Condé, Gérard (2016). ""The Music of 'Le Pre aux clercs'"". Louis-Ferdinand Hérold: 'Le Pré aux clercs'. Venice: Centre de musique romantique française. ISBN 978-84-608-9224-3.
",43,"Condé, Gérard (2016). ""The Music of 'Le Pre aux clercs'"". Louis-Ferdinand Hérold: 'Le Pré aux clercs'. Venice: Centre de musique romantique française. ISBN 978-84-608-9224-3. "
"Kuhn, Laura; Nicolas Slonimsky (2001). Baker's Biographical Dictionary of Musicians. Vol. 3 (Centennial ed.). New York: Schirmer Books. ISBN 978-0-02-865527-7.
",44,"Kuhn, Laura; Nicolas Slonimsky (2001). Baker's Biographical Dictionary of Musicians. Vol. 3 (Centennial ed.). New York: Schirmer Books. ISBN 978-0-02-865527-7. "
"Pougin, Arthur (1906). Herold. Les musiciens célèbres. Paris: H. Laurens. OCLC 1994688.
",45,"Pougin, Arthur (1906). Herold. Les musiciens célèbres. Paris: H. Laurens. OCLC 1994688. "
