ori_text,paragraphIndex,coref_text
"La fuga in maschera (1800)
",13,La fuga in maschera (1800) 
"Le metamorfosi di Pasquale (1802)
",14,Le metamorfosi di Pasquale (1802) 
"Julie, ou Le pot de fleurs (1805)
",16,"Julie, ou Le pot de fleurs (1805) "
"Nurmahal, oder das Rosenfest von Caschmir (1822)
",20,"Nurmahal, oder das Rosenfest von Caschmir (1822) "
"Agnes von Hohenstaufen (1829)
",21,Agnes von Hohenstaufen (1829) 
"=== Other compositions ===
",22,=== Other compositions === 
"L'eccelsa gara – Cantata, on a text by Luigi Balocchi (1806)
",23,"L'eccelsa gara – Cantata, on a text by Luigi Balocchi (1806) "
"Tout le monde a tort – Vaudeville (1806)
",24,Tout le monde a tort – Vaudeville (1806) 
"Bacchanale des Danaïdes, for Antonio Salieri's Les Danaïdes (1817)
",25,"Bacchanale des Danaïdes, for Antonio Salieri's Les Danaïdes (1817) "
"Borussia – Prussian anthem, on a text by Johann Friedrich Leopold Duncker (1818)
",26,"Borussia – Prussian anthem, on a text by Johann Friedrich Leopold Duncker (1818) "
"Lalla Rûkh – Festspiel, on a text by S. H. Spicker, after Thomas Moore (1821)
",28,"Lalla Rûkh – Festspiel, on a text by S. H. Spicker, after Thomas Moore (1821) "
"During the 20th century, Spontini's operas were only rarely performed, although several had their first revivals in years. Perhaps the most famous modern production was the revival of La vestale with Maria Callas at La Scala at the opening of the 1954 season, to mark the 180th anniversary of the composer's birth. The stage director was famed cinema director Luchino Visconti. That production was also the La Scala debut of tenor Franco Corelli. Callas recorded the arias ""Tu che invoco"" and ""O Nume tutelar"" from La vestale in 1955 (as did Rosa Ponselle in 1926). In 1969, conductor Fernando Previtali revived the opera, with soprano Leyla Gencer and baritone Renato Bruson. (An unofficial recording is in circulation.) In 1993, conductor Riccardo Muti recorded it in the original French language with Karen Huffstodt, Denyce Graves, Anthony Michaels-Moore and Dimitri Kavrakos.
",30,"During the 20th century, Spontini's's operas were only rarely performed, although several had their first revivals in years. Perhaps the most famous modern production was the revival of La vestale with Maria Callas at La Scala at the opening of the 1954 season, to mark the 180th anniversary of Spontini's's birth. The stage director was famed cinema director Luchino Visconti. That production was also the La Scala debut of tenor Franco Corelli. Maria Callas recorded the arias ""Tu che invoco"" and ""O Nume tutelar"" from La vestale in 1955 (as did Rosa Ponselle in 1926). In 1969, conductor Fernando Previtali revived La vestale with Maria Callas, with soprano Leyla Gencer and baritone Renato Bruson. (An unofficial recording is in circulation.) In 1993, conductor Riccardo Muti recorded La vestale with Maria Callas in the original French language with Karen Huffstodt, Denyce Graves, Anthony Michaels-Moore and Dimitri Kavrakos. "
"Other revivals of Spontini include Agnes von Hohenstaufen in Italian as Agnese di Hohenstaufen at the Maggio Musicale festival in Florence in 1954, starring Franco Corelli and conducted by Vittorio Gui, and in Rome in 1970, with Montserrat Caballé and Antonietta Stella, conducted by Riccardo Muti, both recorded live. Fernand Cortez was revived in 1951, with a young Renata Tebaldi, at the San Carlo in Naples, conducted by Gabriele Santini. The premiere of the integral version of the work took place at the Erfurt (Germany) opera house (2006, Jean-Paul Penin, conductor).
",31,"Other revivals of Spontini include Agnes von Hohenstaufen in Italian as Agnese di Hohenstaufen at the Maggio Musicale festival in Florence in 1954, starring Franco Corelli and conducted by Vittorio Gui, and in Rome in 1970, with Montserrat Caballé and Antonietta Stella, conducted by Riccardo Muti, both recorded live. Fernand Cortez was revived in 1951, with a young Renata Tebaldi, at the San Carlo in Naples, conducted by Gabriele Santini. The premiere of the integral version of Spontini took place at the Erfurt (Germany) opera house (2006, Jean-Paul Penin, conductor). "
"Li puntigli delle donne was performed at the Putbus Festival 1998, conducted by Wilhelm Keitel (recording Arte Nova 74321591982).
",32,"Li puntigli delle donne was performed at the Putbus Festival 1998, conducted by Wilhelm Keitel (recording Arte Nova 74321591982). "
