ori_text,paragraphIndex,coref_text
"The truth as it appears to me is that Bishop's notion of Sicilian music was exclusively derived from the hymn-tune 'Sicilian Mariners,' whose character he imitated as closely as prudence would allow.'Also of note is Bishop's 1819 musical comedy adaptation of William Shakespeare's The Comedy of Errors, which included the popular coloratura soprano aria ""Lo! Here the Gentle Lark.""Bishop's last work was the commissioned music for the ode at the installation of Lord Derby as chancellor of the University of Oxford in 1853.
",14,"The truth as it appears to me is that Bishop's's notion of Sicilian music was exclusively derived from the hymn-tune 'Sicilian Mariners,' whose character Bishop's imitated as closely as prudence would allow. 'Also of note is Bishop's's 1819 musical comedy adaptation of William Shakespeare's The Comedy of Errors, which included the popular coloratura soprano aria ""Lo! Here the Gentle Lark. ""Bishop's's last work was the commissioned music for the ode at the installation of Lord Derby as chancellor of the University of Oxford in 1853. "
"The Maniac, or The Swiss Banditti (1810), opera
",17,"The Maniac, or The Swiss Banditti (1810), opera "
"The Brazen Bust (1813), melodrama
",18,"The Brazen Bust (1813), melodrama "
"The Miller and His Men (1813), melodrama
",19,"The Miller and His Men (1813), melodrama "
"Sadak and Kalasrade, or The Waters of Oblivion (1814), opera
",20,"Sadak and Kalasrade, or The Waters of Oblivion (1814), opera "
"Brother and Sister (1815), entertainment
",21,"Brother and Sister (1815), entertainment "
"Guy Mannering (1816), musical play
",22,"Guy Mannering (1816), musical play "
"December and May (1818), operetta
",23,"December and May (1818), operetta "
"The Heart of Mid-Lothian (1819), musical drama
",24,"The Heart of Mid-Lothian (1819), musical drama "
"The Comedy of Errors (1819), musical comedy
",25,"The Comedy of Errors (1819), musical comedy "
"The Battle of Bothwell Brigg (1820), musical romance
",26,"The Battle of Bothwell Brigg (1820), musical romance "
"Henri Quatre, or, Paris in the olden time (1820), musical romance
",27,"Henri Quatre, or, Paris in the olden time (1820), musical romance "
"Clari, or the Maid of Milan (1823), opera
",28,"Clari, or the Maid of Milan (1823), opera "
"As You Like It (1824), musical comedy
",29,"As You Like It (1824), musical comedy "
"Yelva, or The Orphan of Russia (1829), musical dramaCantatas/Oratorios
",31,"Yelva, or The Orphan of Russia (1829), musical dramaCantatas/Oratorios "
"The Jolly Beggars (Robert Burns) (1817), cantata
",32,"The Jolly Beggars (Robert Burns) (1817), cantata "
"The Seventh Day (John Milton) (1833), sacred cantata
",34,"The Seventh Day (John Milton) (1833), sacred cantata "
"The Departure from Paradise (Milton) (1836), sacred cantata
",35,"The Departure from Paradise (Milton) (1836), sacred cantata "
"The Fallen Angel (1839), oratorioInstrumental music
",36,"The Fallen Angel (1839), oratorioInstrumental music "
"Grand Sinfonia in C major (1805) for orchestra
",37,Grand Sinfonia in C major (1805) for orchestra 
"Concertante (1807) for flute, oboe, bassoon, violin and double bass
",38,"Concertante (1807) for flute, oboe, bassoon, violin and double bass "
"String Quartet in C minor (1816)
",39,String Quartet in C minor (1816) 
"Overture (alla Irlandese) (1823) for piano
",40,Overture (alla Irlandese) (1823) for piano 
"A Lament (1829) for piano
",41,A Lament (1829) for piano 
"This article incorporates text from a publication now in the public domain: Chisholm, Hugh, ed. (1911). ""Bishop, Sir Henry Rowley"". Encyclopædia Britannica. Vol. 4 (11th ed.). Cambridge University Press. p. 1.
",43,"This article incorporates text from a publication now in the public domain: Chisholm, Hugh, ed. (1911). ""Bishop, Sir Henry Rowley"". Encyclopædia Britannica. Vol. 4 (11th ed.). Cambridge University Press. p. 1. "
